"2016 Form EIA-860 Data - Schedule 3, 'Solar Technology Data' (Operable Units Only)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utility ID,Utility Name,Plant Code,Plant Name,State,County,Generator ID,Status,Technology,Prime Mover,Sector Name,Sector,Nameplate Capacity (MW),Summer Capacity (MW),Winter Capacity (MW),Operating Month,Operating Year,Lenses / Mirrors?,Single-Axis Tracking?,Dual-Axis Tracking?,Fixed Tilt?,East West Fixed Tilt?,Parabolic Trough?,Linear Fresnel?,Power Tower?,Dish Engine?,Other Solar Technology?,Tilt Angle,DC Net Capacity (MW),Crystalline Silicon?,Thin-Film (CdTe)?,Thin-Film (A-Si)?,Thin-Film (CIGS)?,Thin-Film (Other)?,Other Materials?,Net Metering Agreement?,Net Metering DC Capacity (MW),Virtual Net Metering Agreement?,Virtual Net Metering DC Capacity (MW)
60947,Tesla Inc.,60231,Genentech-Oceanside,CA,San Diego,PV1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,4.5,4.5,4.5,4,2016,,Y,,,,,,,,,25.0,4.8,Y,,,,,,Y,4.8,N, 
17650,Southern Power Co,60233,RE Garland,CA,Kern,PV2,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,185.0,185.0,185.0,11,2016,,Y,,,,,,,,, ,185.1,Y,,,,,,N, ,N, 
61060,Cypress Creek Renewables,60238,"McDonald Solar Farm, LLC",IN,Vigo,PV1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,5.2,5.2,5.2,12,2015,,,,Y,,,,,,,20.0,7.0,,,,Y,,,N, ,N, 
61060,Cypress Creek Renewables,60239,"Pastime Farm, LLC",IN,Clay,PV1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,5.2,5.2,5.2,12,2015,,,,Y,,,,,,,20.0,7.0,,,,Y,,,N, ,N, 
60026,"Yanceyville Farm 3, LLC",60240,"Yanceyville Farm 3, LLC",NC,Caswell,1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,4.9,4.9,4.9,12,2015,,,,Y,,,,,,,20.0,6.4,,Y,,,,,N, ,N, 
60036,SR Clinch,60247,Valley View Solar,CO,Weld,VVS,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,4.0,4.0,4.0,12,2015,,Y,,,,,,,,, ,5.5,,Y,,,,,N, ,N, 
60036,SR Clinch,60248,Skylark,CO,Weld,CAREY,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,4.0,4.0,4.0,12,2015,,Y,,,,,,,,, ,5.5,,Y,,,,,N, ,N, 
9234,Indiana Municipal Power Agency,60251,IMPA Huntingburg Solar Park,IN,Dubois,SHUNT,OP,Solar Photovoltaic,PV,Electric Utility,1,2.0,2.0,1.6,9,2016,,,,Y,,,,,,,25.0,2.4,Y,,,,,,N, ,N, 
9234,Indiana Municipal Power Agency,60252,IMPA Washington Solar Park,IN,Daviess,SWASH,OP,Solar Photovoltaic,PV,Electric Utility,1,4.0,4.0,3.2,9,2016,,,,Y,,,,,,,25.0,4.8,Y,,,,,,N, ,N, 
12397,Metropolitan Water District of S CA,60255,Weymouth Solar Plant,CA,Los Angeles,1,OP,Solar Photovoltaic,PV,Electric Utility,1,2.0,2.0,2.0,6,2016,,Y,,,,,,,,, ,2.2,Y,,,,,,N, ,N, 
12397,Metropolitan Water District of S CA,60255,Weymouth Solar Plant,CA,Los Angeles,2,OP,Solar Photovoltaic,PV,Electric Utility,1,1.0,1.0,1.0,6,2016,,Y,,,,,,,,, ,1.1,Y,,,,,,N, ,N, 
61060,Cypress Creek Renewables,60257,Stainback Solar Farm,NC,Vance,INV1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,5.0,5.0,5.0,9,2016,,,,Y,,,,,,,20.0,5.0,Y,,,,,,N, ,N, 
56990,NJR Clean Energy Ventures Corporation,60265,Junction Road,NJ,Hunterdon,JUNCT,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,4.4,4.7,4.7,5,2016,,,,Y,,,,,,,20.0,5.4,Y,,,,,,N, ,N, 
56990,NJR Clean Energy Ventures Corporation,60266,Cedar Branch,NJ,Atlantic,CEDAR,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,5.9,6.2,6.2,10,2016,,Y,,,,,,,,,20.0,7.1,Y,,,,,,N, ,N, 
56990,NJR Clean Energy Ventures Corporation,60267,Sharon Station,NJ,Monmouth,SHRN1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,2.7,2.8,2.8,5,2016,,,,Y,,,,,,,25.0,3.3,Y,,,,,,N, ,N, 
56769,Consolidated Edison Development Inc.,60274,"CED Westfield Solar, LLC",MA,Hampden,WFMA,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,2.0,2.0,2.0,8,2016,,,,Y,,,,,,,25.0, ,Y,,,,,,N, ,N, 
60067,Westside Assets LLC,60275,Westside Solar Power PV1,CA,Kings,WSPV1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,2.0,2.0,2.0,5,2016,,Y,,,,,,,,,0.0,2.5,Y,,,,,,N, ,N, 
60059,ZGlobal Inc,60277,Castor Solar,CA,Kern,CASTR,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.5,1.5,1.5,4,2016,,,,Y,,,,,,,25.0,1.9,Y,,,,,,N, ,N, 
58661,"Sustainable Power Group, LLC",60278,Southbridge Solar,MA,Worcester,SBRDG,OP,Solar Photovoltaic,PV,Commercial Non-CHP,4,1.9,1.9,1.9,4,2016,,,,Y,,,,,,,25.0,2.6,Y,,,,,,Y,2.6,N, 
58661,"Sustainable Power Group, LLC",60279,Antelope Big Sky Ranch,CA,Los Angeles,ABSR,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,20.0,20.0,20.0,8,2016,,Y,,,,,,,,,0.0,26.0,Y,,,,,,N, ,N, 
58661,"Sustainable Power Group, LLC",60280,Summer Solar LLC,CA,Los Angeles,SUMSL,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,20.0,20.0,20.0,7,2016,,Y,,,,,,,,,0.0,25.0,Y,,,,,,N, ,N, 
60060,"SR Mavericks, LLC",60283,SR Mavericks,CO,Weld,MVRKS,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,6.5,6.5,6.5,12,2016,,Y,,,,,,,,, ,8.5,,Y,,,,,N, ,N, 
60068,Red Horse III,60285,Red Horse III,AZ,Cochise,RH3,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,30.0,30.0,30.0,7,2016,,Y,,,,,,,,,0.0,37.7,Y,,,,,,N, ,N, 
60097,"San Isabel Solar, LLC",60304,"San Isabel Solar, LLC",CO,Las Animas,SISPV,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,30.0,30.0,30.0,12,2016,,Y,,,,,,,,,0.0,37.9,Y,,,,,,N, ,, 
60106,"Mesquite Solar 2, LLC",60307,"Mesquite Solar 2, LLC",AZ,Maricopa,1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,100.0,100.0,100.0,12,2016,,Y,,,,,,,,,52.0,136.5,Y,,,,,,N, ,, 
60107,"Mesquite Solar 3, LLC",60308,"Mesquite Solar 3, LLC",AZ,Maricopa,1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,150.0,150.0,150.0,12,2016,,Y,,,,,,,,,52.0,210.0,Y,,,,,,N, ,, 
60104,"Howell Midland Farm, LLC",60312,"Howell Midland Farm, LLC",NC,Cabarrus,1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,4.9,4.9,4.9,12,2015,,,,Y,,,,,,,20.0,6.4,Y,,,,,,N, ,N, 
60110,"Augustus Farm, LLC",60313,"Augustus Farm, LLC",NC,Pitt,1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,4.9,4.9,4.9,12,2015,,,,Y,,,,,,,20.0,6.8,,Y,,,,,N, ,N, 
19876,Virginia Electric & Power Co,60316,Scott Solar Farm,VA,Powhatan,1,OP,Solar Photovoltaic,PV,Electric Utility,1,17.0,6.8,6.8,12,2016,,Y,,,,,,,,,0.0,22.9,Y,,,,,,N, ,N, 
19876,Virginia Electric & Power Co,60318,Woodland Solar Farm,VA,Isle of Wight,1,OP,Solar Photovoltaic,PV,Electric Utility,1,19.0,7.6,7.6,12,2016,,Y,,,,,,,,,0.0,25.1,Y,,,,,,N, ,N, 
19876,Virginia Electric & Power Co,60319,Whitehouse Solar Farm,VA,Louisa,1,OP,Solar Photovoltaic,PV,Electric Utility,1,20.0,8.0,8.0,12,2016,,Y,,,,,,,,,0.0,26.8,Y,,,,,,N, ,N, 
60970,SunShare Management,60320,"Jeffco Community Solar Gardens, LLC",CO,Jefferson,SSCO1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.2,1.2,1.2,5,2016,,Y,,,,,,,,,52.0,1.5,Y,,,,,,N, ,Y,1.5
56990,NJR Clean Energy Ventures Corporation,60327,East Amwell,NJ,Hunterdon,AMWEL,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.8,1.9,1.9,5,2016,,,,Y,,,,,,,25.0,2.2,Y,,,,,,N, ,N, 
58695,Coronal Development Services,60330,"Grove Solar Center, LLC",OR,Malheur,GSC1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,6.0,6.0,6.0,9,2016,,Y,,,,,,,,,0.0,7.8,Y,,,,,,N, ,N, 
61060,Cypress Creek Renewables,60331,"Hyline Solar Center, LLC",OR,Malheur,HSC1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,9.0,9.0,9.0,10,2016,,Y,,,,,,,,,0.0,11.7,Y,,,,,,N, ,N, 
58695,Coronal Development Services,60332,"Open Range Solar Center, LLC",OR,Malheur,ORSC1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,10.0,10.0,10.0,9,2016,,Y,,,,,,,,,0.0,13.0,Y,,,,,,N, ,N, 
61060,Cypress Creek Renewables,60333,"Railroad Solar Center, LLC",OR,Malheur,RSC1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,4.5,4.5,4.5,11,2016,,Y,,,,,,,,,0.0,5.8,Y,,,,,,N, ,N, 
61060,Cypress Creek Renewables,60334,"Thunderegg Solar Center, LLC",OR,Malheur,TSC1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,10.0,10.0,10.0,11,2016,,Y,,,,,,,,,0.0,13.0,Y,,,,,,N, ,N, 
61060,Cypress Creek Renewables,60335,"Vale Air Solar Center, LLC",OR,Malheur,VASC1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,10.0,10.0,10.0,11,2016,,Y,,,,,,,,,0.0,13.0,Y,,,,,,N, ,N, 
60127,"SSA Solar of NM 3, LLC",60341,Wal-Mart Truth or Consequences PV,NM,Sierra,WMTOC,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.0,1.0,1.0,9,2015,,,,Y,,,,,,,10.0,1.1,Y,,,,,,N, ,N, 
58135,Ecos Energy LLC,60344,Sudbury Solar,VT,Rutland,SUD,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,2.0,2.0,2.0,5,2016,,,,Y,,,,,,,30.0,2.8,Y,,,,,,N, ,N, 
60145,NRG Solar Las Vegas MB 2,60350,"NRG Solar Las Vegas MB 2, LLC",NV,Clark,LVMB2,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.9,1.5,1.5,7,2016,,,,Y,,,,,,,10.0,1.9,Y,,,,,,N, ,N, 
60143,Bison Solar LLC,60351,Bison Solar LLC,CO,Larimer,BSPV1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,30.0,30.0,30.0,10,2016,,Y,,,,,,,,,0.0,36.3,Y,,,,,,N, ,N, 
17650,Southern Power Co,60352,"Boulder Solar Power, LLC",NV,Clark,BSP,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,100.0,100.0,100.0,12,2016,,Y,,,,,,,,, ,124.9,Y,,,,,,N, ,N, 
60150,"SunE DB42, LLC",60353,Cecil County CCVT HS,MD,Cecil,CCVT,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,2.0,2.0,2.0,12,2015,,,,Y,,,,,,,20.0,2.6,Y,,,,,,N, ,N, 
61060,Cypress Creek Renewables,60361,Wortham Solar Farm,NC,Vance,INV1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,5.0,5.0,5.0,9,2016,,,,Y,,,,,,,20.0,5.0,Y,,,,,,N, ,N, 
61060,Cypress Creek Renewables,60363,"White Farm Solar, LLC",NC,Northampton,WFSPV,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,5.2,5.2,5.2,8,2016,,,,Y,,,,,,,20.0,5.2,Y,,,,,,N, ,N, 
60163,Soltage LLC,60365,Vulcraft Solar,NY,Chemung,VULC,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.6,1.6,1.6,11,2013,,,,Y,,,,,,,0.0,2.2,Y,,,,,,N, ,N, 
61060,Cypress Creek Renewables,60367,"Snow Camp Solar, LLC",NC,Alamance,SCSPV,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,5.2,5.2,5.2,3,2016,,,,Y,,,,,,,20.0,5.2,Y,,,,,,N, ,N, 
61060,Cypress Creek Renewables,60369,Battleboro Farm,NC,Nash,BFPV,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,5.2,5.2,5.2,5,2016,,,,Y,,,,,,,20.0,6.8,,,,Y,,,N, ,N, 
61060,Cypress Creek Renewables,60370,"Flint Hill Solar, LLC",NC,Moore,FHSPV,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,5.2,5.2,5.2,9,2016,,,,Y,,,,,,,20.0,5.2,Y,,,,,,N, ,N, 
18454,Tampa Electric Co,60371,Legoland Solar,FL,Polk,1,OP,Solar Photovoltaic,PV,Electric Utility,1,1.5,1.5,1.5,12,2016,,,,Y,,,,,,,10.0,1.8,Y,,,,,,N, ,N, 
60164,ILR Landfill,60375,ILR Landfill,NJ,Middlesex,ILR1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,7.7,7.7,7.7,12,2016,,,,Y,,,,,,,10.0,7.7,Y,,,,,,N, ,N, 
57044,"Constellation Solar New Jersey, LLC",60378,NHA at Mansfield NJ,NJ,Warren,PV1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,5.0,5.0,5.0,7,2016,,,,Y,,,,,,,25.0,6.0,Y,,,,,,Y,5.9,N, 
60177,"Solar Star Arizona XIII, LLC",60381,Sulphur Springs,AZ,Cochise,SSSP,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,20.0,20.0,20.0,12,2016,,Y,,,,,,,,,0.0,23.0,Y,,,,,,N, ,N, 
60183,"SolNCPower10, LLC",60384,Hertford Solar Farm,NC,Perquimans,HERT,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,5.0,5.0,5.0,1,2016,,,,Y,,,,,,,25.0,7.0,Y,,,,,,N, ,N, 
17650,Southern Power Co,60386,RE Garland A,CA,Kern,PV1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,20.0,20.0,20.0,9,2016,,Y,,,,,,,,, ,20.4,Y,,,,,,N, ,N, 
60191,"RE Barren Ridge 1, LLC",60389,RE Barren Ridge 1,CA,Kern,REBR1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,60.0,60.0,60.0,8,2016,,Y,,,,,,,,,0.0,78.0,Y,,,,,,N, ,N, 
60189,"SJA Solar, LLC",60391,SJA Solar LLC-Solterra Monastery,MA,Worcester,SJAPV,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,20.1,20.1,20.1,12,2016,,,,Y,,,,,,,20.0,20.1,Y,,,,,,N, ,Y,20.1
60190,"MC1 Solar Farm, LLC",60395,MC1 Solar,NC,Martin,MC1PV,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,5.0,5.0,5.0,8,2016,,,,Y,,,,,,,0.0,5.0,Y,,,,,,N, ,, 
60199,"Innovative Solar 65, LLC",60398,Innovative Solar 65,NC,Scotland,FLS1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,4.9,4.9,4.9,11,2016,,,,Y,,,,,,,20.0,6.7,Y,,,,,,N, ,N, 
60200,"Lincoln Solar, LLC",60399,"Lincoln Solar, LLC (NC)",NC,Rutherford,FLS1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,4.9,4.9,4.9,12,2016,,,,Y,,,,,,,20.0,6.4,Y,,,,,,N, ,N, 
60201,"Exum Farm Solar, LLC",60400,"Exum Farm Solar, LLC",NC,Lenoir,FLS1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,4.9,4.9,4.9,12,2016,,,,Y,,,,,,,20.0,6.4,Y,,,,,,N, ,N, 
61060,Cypress Creek Renewables,60401,"Bizzell Church Solar 1, LLC",NC,Johnston,BCSPV,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,5.2,5.2,5.2,12,2015,,,,Y,,,,,,,20.0,6.9,Y,,,,,,N, ,N, 
61060,Cypress Creek Renewables,60402,"CB Bladen Solar, LLC",NC,Bladen,CBPV,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,5.2,5.2,5.2,7,2016,,,,Y,,,,,,,20.0,5.2,Y,,,,,,N, ,N, 
61060,Cypress Creek Renewables,60403,"Currin Solar, LLC",NC,Granville,CSPV,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,5.2,5.2,5.2,12,2015,,,,Y,,,,,,,20.0,6.4,Y,,,,,,N, ,N, 
60208,Chaves Solar LLC,60405,"Chaves Solar, LLC",NM,Chaves,CSPV,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,70.0,70.0,70.0,10,2016,,Y,,,,,,,,,0.0,95.9,Y,,,,,,N, ,N, 
60209,"Roswell Solar, LLC",60406,"Roswell Solar, LLC",NM,Chaves,RSPV,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,70.0,70.0,70.0,8,2016,,Y,,,,,,,,,0.0,95.6,Y,,,,,,N, ,N, 
61060,Cypress Creek Renewables,60408,"Nash 97 Solar, LLC",NC,Nash,97PV,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,5.2,5.2,5.2,4,2016,,,,Y,,,,,,,20.0,5.2,Y,,,,,,N, ,N, 
61060,Cypress Creek Renewables,60409,"South Winston Farm, LLC",NC,Forsyth,SWFPV,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,5.2,5.2,5.2,1,2016,,,,Y,,,,,,,20.0,5.2,Y,,,,,,N, ,N, 
61060,Cypress Creek Renewables,60410,"Sullivan Solar, LLC",IN,Sullivan,SULPV,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,5.2,5.2,5.2,9,2016,,,,Y,,,,,,,20.0,5.2,,,Y,,,,N, ,N, 
60163,Soltage LLC,60411,"Coventry Photovoltaic, LLC",VT,Orleans,COVEN,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,2.2,2.2,2.2,8,2014,,,,Y,,,,,,,25.0,2.7,Y,,,,,,N, ,N, 
58135,Ecos Energy LLC,60412,Munro Valley Solar,CA,Inyo,MUN,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,4.0,4.0,4.0,10,2016,,,,Y,,,,,,,25.0,6.8,Y,,,,,,N, ,N, 
57369,"Apple, Inc",60413,Bonnybrooke PV,AZ,Pinal,AZPV1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,50.0,50.0,41.0,11,2016,,Y,,,,,,,,,0.0,62.6,Y,,,,,,N, ,N, 
61060,Cypress Creek Renewables,60415,"Hardison Farm Solar, LLC",NC,Martin,HFSPV,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,5.2,5.2,5.2,9,2016,,Y,,N,,,,,,,20.0,5.2,Y,,,,,,N, ,N, 
61060,Cypress Creek Renewables,60416,"Maxton Solar, LLC",NC,Robeson,MSPV,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,4.9,4.9,4.9,9,2016,,,,Y,,,,,,,20.0,4.9,Y,,,,,,N, ,N, 
61060,Cypress Creek Renewables,60417,Modlin Solar Farm,NC,Martin,MSFPV,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,4.9,4.9,4.9,8,2016,,,,Y,,,,,,,20.0,4.9,Y,,,,,,N, ,N, 
19876,Virginia Electric & Power Co,60422,Morgan's Corner,NC,Pasquotank,1,OP,Solar Photovoltaic,PV,Electric Utility,1,20.0,20.0,20.0,12,2015,,,,Y,,,,,,,20.0,25.0,Y,,,,,,N, ,N, 
57081,"WGL Energy Systems, Inc",60425,Skidmore College,NY,Saratoga,SO049,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,2.0,2.0,2.0,7,2014,,,,Y,,,,,,,25.0,2.0,Y,,,,,,Y,2.0,N, 
60206,"Solar Star California XL, LLC",60426,RCWD PV Project,CA,Riverside,RCWD,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,5.0,1.9,1.3,6,2016,,Y,,,,,,,,,0.0,5.0,Y,,,,,,N, ,N, 
60228,CoServ Electric,60427,CoServ Solar Station,TX,Denton,CSS1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,2.0,2.0,2.0,6,2015,,,,Y,,,,,,,25.0,2.6,Y,,,,,N,N, ,N, 
60231,"SEC LHNY Solar One, LLC",60431,Tompkins Cortland Community College,NY,Tompkins,TC3,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,2.0,2.0,2.0,5,2015,,,,Y,,,,,,,25.0,2.6,Y,,,,,,Y,2.6,N, 
60245,Three Peaks Power LLC,60432,Three Peaks Power,UT,Iron,TPP,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,80.0,80.0,80.0,12,2016,,Y,,,,,,,,, ,80.0,Y,,,,,,N, ,N, 
56990,NJR Clean Energy Ventures Corporation,60437,Bernards Solar,NJ,Somerset,BERNS,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,3.7,2.6,2.6,9,2016,,,,Y,,,,,,,20.0,3.7,Y,,,,,,N, ,N, 
60237,"Whitakers Farm, LLC",60438,Whitakers Farm (Fisher Rd),NC,Nash,1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,3.4,3.4,3.4,7,2016,,,,Y,,,,,,,20.0,4.5,,Y,,,,,N, ,N, 
58519,Clean Energy Collective LLC,60442,Carver MA 1,MA,Plymouth,CMA1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,2.0,2.0,2.0,9,2016,,,,Y,,,,,,,20.0,2.7,Y,,,,,,N, ,Y,2.7
58519,Clean Energy Collective LLC,60443,Wareham MA 1,MA,Plymouth,WMA1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,2.0,2.0,2.0,9,2016,,,,Y,,,,,,,25.0,2.7,Y,,,,,,N, ,Y,2.7
61060,Cypress Creek Renewables,60445,ID Solar,ID,Ada,INV1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,40.0,40.0,40.0,8,2016,,Y,,,,,,,,,20.0,40.0,Y,,,,,,N, ,N, 
57081,"WGL Energy Systems, Inc",60446,E&B Resources,CA,Kern,PVEB,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.0,1.0,1.0,12,2013,,Y,,,,,,,,,0.0,1.1,Y,,,,,,Y,1.1,N, 
57081,"WGL Energy Systems, Inc",60447,Presbyterian Senior Living Service,MD,Baltimore,PSLS,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.2,1.2,1.2,9,2013,,Y,,,,,,,,,20.0,1.2,Y,,,,,,Y,1.2,N, 
57081,"WGL Energy Systems, Inc",60448,Valdosta,GA,Lowndes,VALD,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.0,1.0,1.0,10,2013,,,,Y,,,,,,,25.0,1.3,Y,,,,,,Y,1.3,N, 
60238,Pavant Solar II LLC,60449,Pavant Solar II LLC,UT,Millard,PSII,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,50.0,50.0,50.0,11,2016,,Y,,,,,,,,,0.0,62.7,Y,,,,,,N, ,N, 
57081,"WGL Energy Systems, Inc",60450,Corcoran,CA,Kings,PVCR,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.1,1.1,1.1,1,2014,,,,Y,,,,,,,30.0,1.3,Y,,,,,,Y,1.3,N, 
57081,"WGL Energy Systems, Inc",60451,Brookside,RI,Providence,PVBR,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.0,1.0,1.0,11,2015,,,,Y,,,,,,,25.0,1.2,Y,,,,,,Y,1.2,N, 
57081,"WGL Energy Systems, Inc",60452,Calverton,NY,Suffolk,CALV,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,3.9,3.9,3.9,10,2015,,,,Y,,,,,,,20.0,3.9,Y,,,,,,Y,3.9,N, 
57081,"WGL Energy Systems, Inc",60453,"Cummins, Inc",NY,Chautauqua,CUMM,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,2.0,2.0,2.0,6,2015,,,,Y,,,,,,,10.0,2.0,Y,,,,,,Y,2.0,N, 
57081,"WGL Energy Systems, Inc",60454,Houghton,NY,Allegany,HOUGH,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,2.6,2.6,2.6,4,2015,,,,Y,,,,,,,25.0,2.6,Y,,,,,,Y,2.6,N, 
60239,"Oneida DG Solar, LLC",60455,Oneida - South,NY,Oneida,ONS,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.9,1.9,1.9,12,2015,,,,Y,,,,,,,25.0,2.6,Y,,,,,,Y,2.6,N, 
60239,"Oneida DG Solar, LLC",60456,Oneida - West,NY,Oneida,ONW,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.9,1.9,1.9,12,2015,,,,Y,,,,,,,25.0,2.6,Y,,,,,,Y,2.6,N, 
60240,"SEC CRSD Solar One, LLC",60458,Hardwick-Athol & Eagle Hill,MA,Worcester,HAEH,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,2.8,2.8,2.8,7,2015,,,,Y,,,,,,,25.0,3.4,Y,,,,,,Y,3.4,N, 
60947,Tesla Inc.,60461,The Clorox Company,MD,Harford,PV1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.6,1.6,1.6,8,2016,,,,Y,,,,,,,10.0,2.2,Y,,,,,,Y,2.2,N, 
60947,Tesla Inc.,60465,Chesapeake College,MD,Queen Annes,PV1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.5,1.5,1.5,7,2016,,,,Y,,,,,,,0.0,2.1,Y,,,,,,Y,2.1,N, 
61060,Cypress Creek Renewables,60469,Solar Glynn,GA,Glynn,INV1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,18.0,18.0,18.0,12,2016,,,,Y,,,,,,,20.0,18.0,Y,,,,,,N, ,N, 
58519,Clean Energy Collective LLC,60472,CPS 1,TX,Bexar,CPS1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.0,1.0,1.0,8,2016,,Y,,,,,,,,Y, ,1.1,,Y,,,,,N, ,Y,1.1
58519,Clean Energy Collective LLC,60473,Westport MA 1,MA,Bristol,WPMA1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.3,1.3,1.3,9,2016,,,,Y,,,,,,,20.0,1.8,Y,,,,,,N, ,Y,1.8
58519,Clean Energy Collective LLC,60476,Westport MA 2,MA,Bristol,WPMA2,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.2,1.2,1.2,9,2016,,,,Y,,,,,,,20.0,1.6,Y,,,,,,N, ,Y,1.6
60250,"DG Bethlehem Solar, LLC",60477,Bethlehem - East,NY,Albany,BE,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.7,1.7,1.7,3,2016,,N,,Y,,,,,,,25.0,2.4,Y,,,,,,Y,2.4,N, 
60250,"DG Bethlehem Solar, LLC",60478,Bethlehem - West,NY,Albany,BW,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.0,1.0,1.0,3,2016,,,,Y,,,,,,,25.0,1.2,Y,,,,,,Y,1.2,N, 
