"2016 Form EIA-860 Data - Schedule 3, 'Solar Technology Data' (Operable Units Only)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utility ID,Utility Name,Plant Code,Plant Name,State,County,Generator ID,Status,Technology,Prime Mover,Sector Name,Sector,Nameplate Capacity (MW),Summer Capacity (MW),Winter Capacity (MW),Operating Month,Operating Year,Lenses / Mirrors?,Single-Axis Tracking?,Dual-Axis Tracking?,Fixed Tilt?,East West Fixed Tilt?,Parabolic Trough?,Linear Fresnel?,Power Tower?,Dish Engine?,Other Solar Technology?,Tilt Angle,DC Net Capacity (MW),Crystalline Silicon?,Thin-Film (CdTe)?,Thin-Film (A-Si)?,Thin-Film (CIGS)?,Thin-Film (Other)?,Other Materials?,Net Metering Agreement?,Net Metering DC Capacity (MW),Virtual Net Metering Agreement?,Virtual Net Metering DC Capacity (MW)
59363,"Silver State Solar Power South, LLC",58644,Silver State Solar Power South,NV,Clark,BLK4,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,35.7,35.7,35.7,1,2016,,Y,,,,,,,,, ,47.3,,Y,,,,,N, ,N, 
59363,"Silver State Solar Power South, LLC",58644,Silver State Solar Power South,NV,Clark,BLK5,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,35.0,35.0,35.0,4,2016,,Y,,,,,,,,, ,46.5,,Y,,,,,N, ,N, 
59363,"Silver State Solar Power South, LLC",58644,Silver State Solar Power South,NV,Clark,BLK6,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,36.6,36.6,36.6,4,2016,,Y,,,,,,,,, ,48.0,,Y,,,,,N, ,N, 
59363,"Silver State Solar Power South, LLC",58644,Silver State Solar Power South,NV,Clark,BLK7,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,35.0,35.0,35.0,5,2016,,Y,,,,,,,,, ,44.5,,Y,,,,,N, ,N, 
59363,"Silver State Solar Power South, LLC",58644,Silver State Solar Power South,NV,Clark,BLK8,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,16.2,16.2,16.2,6,2016,,Y,,,,,,,,, ,33.4,,Y,,,,,N, ,N, 
17650,Southern Power Co,58646,Stateline Solar,CA,San Bernardino,STL,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,75.9,76.0,76.0,12,2015,,,,Y,,,,,,,25.0,87.8,,Y,,,,,N, ,N, 
17650,Southern Power Co,58646,Stateline Solar,CA,San Bernardino,STL2,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,34.1,34.0,34.0,12,2015,,,,Y,,,,,,,25.0,40.6,,Y,,,,,N, ,N, 
17650,Southern Power Co,58646,Stateline Solar,CA,San Bernardino,STL3,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,37.9,38.0,38.0,1,2016,,,,Y,,,,,,,25.0,42.4,,Y,,,,,N, ,N, 
17650,Southern Power Co,58646,Stateline Solar,CA,San Bernardino,STL4,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,37.9,38.0,38.0,2,2016,,,,Y,,,,,,,25.0,42.4,,Y,,,,,N, ,N, 
17650,Southern Power Co,58646,Stateline Solar,CA,San Bernardino,STL5,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,37.9,38.0,38.0,4,2016,,,,Y,,,,,,,25.0,42.4,,Y,,,,,N, ,N, 
17650,Southern Power Co,58646,Stateline Solar,CA,San Bernardino,STL6,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,37.9,38.0,38.0,6,2016,,,,Y,,,,,,,25.0,42.4,,Y,,,,,N, ,N, 
17650,Southern Power Co,58646,Stateline Solar,CA,San Bernardino,STL7,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,37.9,38.0,38.0,7,2016,,,,Y,,,,,,,25.0,42.4,,Y,,,,,N, ,N, 
57365,Consolidated Edison Solutions Inc,58647,Port Richmond WWT Solar,NY,Richmond,1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.0,1.0,1.0,7,2015,,,,Y,,,,,,,20.0,1.9,Y,,,,,,N, ,Y,1.3
58477,"O2energies, Inc.",58649,Montgomery Solar LLC,NC,Montgomery,1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,20.0,20.0,20.0,12,2015,,,,Y,,,,,,,20.0,25.0,Y,,,,,,N, ,N, 
58598,"Mass Solar, LLC",58650,North Brookfield,MA,Worcester,PV1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,3.0,3.0,3.0,6,2014,,,,Y,,,,,,,25.0,3.6,Y,,,,,,N, ,N, 
58596,Hanwha Q CELLS USA,58651,Kalaeloa Renewable Energy Park,HI,Honolulu,KREP,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,5.0,5.0,5.0,1,2014,,,,Y,,,,,,,10.0,6.1,Y,,,,,,N, ,N, 
58590,SEDC Jersey Gardens Owner LLC,58653,Jersey Gardens Phase 1,NJ,Union,1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.7,1.7,1.7,12,2011,,,,Y,,,,,,,5.0,2.0,Y,,,,,,N, ,, 
58591,CF Jersey Gardens Owner Two LLC,58654,Jersey Gardens Phase 2,NJ,Union,1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,2.3,2.3,2.3,2,2012,,,,Y,,,,,,,5.0,2.8,Y,,,,,,N, ,N, 
58600,Waihonu North LLC,58655,Waihonu North Solar,HI,Honolulu,INV-1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,0.5,0.5,0.5,7,2016,,,,Y,,,,,,,10.0,0.5,Y,,,,,,N, ,N, 
58600,Waihonu North LLC,58655,Waihonu North Solar,HI,Honolulu,INV-2,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,0.5,0.5,0.5,7,2016,,,,Y,,,,,,,10.0,0.5,Y,,,,,,N, ,N, 
58600,Waihonu North LLC,58655,Waihonu North Solar,HI,Honolulu,INV-3,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,0.5,0.5,0.5,7,2016,,,,Y,,,,,,,10.0,0.5,Y,,,,,,N, ,N, 
58600,Waihonu North LLC,58655,Waihonu North Solar,HI,Honolulu,INV-4,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,0.5,0.5,0.5,7,2016,,,,Y,,,,,,,10.0,0.5,Y,,,,,,N, ,N, 
58600,Waihonu North LLC,58655,Waihonu North Solar,HI,Honolulu,INV-5,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,0.5,0.5,0.5,7,2016,,,,Y,,,,,,,10.0,0.5,Y,,,,,,N, ,N, 
58600,Waihonu North LLC,58655,Waihonu North Solar,HI,Honolulu,INV-6,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,0.5,0.5,0.5,7,2016,,,,Y,,,,,,,10.0,0.5,Y,,,,,,N, ,N, 
58600,Waihonu North LLC,58655,Waihonu North Solar,HI,Honolulu,INV-7,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,0.5,0.5,0.5,7,2016,,,,Y,,,,,,,10.0,0.5,Y,,,,,,N, ,N, 
58600,Waihonu North LLC,58655,Waihonu North Solar,HI,Honolulu,INV-8,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,0.5,0.5,0.5,7,2016,,,,Y,,,,,,,10.0,0.5,Y,,,,,,N, ,N, 
58600,Waihonu North LLC,58655,Waihonu North Solar,HI,Honolulu,INV-9,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,0.5,0.5,0.5,7,2016,,,,Y,,,,,,,10.0,0.5,Y,,,,,,N, ,N, 
58600,Waihonu North LLC,58655,Waihonu North Solar,HI,Honolulu,INV10,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,0.5,0.5,0.5,7,2016,,,,Y,,,,,,,10.0,0.5,Y,,,,,,N, ,N, 
58601,Waihonu South LLC,58656,Waihonu South Solar,HI,Honolulu,INV-1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,0.5,0.5,0.5,7,2016,,,,Y,,,,,,,10.0,0.5,Y,,,,,,N, ,N, 
58601,Waihonu South LLC,58656,Waihonu South Solar,HI,Honolulu,INV-2,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,0.5,0.5,0.5,7,2016,,,,Y,,,,,,,10.0,0.5,Y,,,,,,N, ,N, 
58601,Waihonu South LLC,58656,Waihonu South Solar,HI,Honolulu,INV-3,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,0.5,0.5,0.5,7,2016,,,,Y,,,,,,,10.0,0.5,Y,,,,,,N, ,N, 
58602,Utah Red Hills Renewable Energy Park LLC,58660,Utah Red Hills Renewable Energy Park,UT,Iron,1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,80.0,80.0,80.0,12,2015,,Y,,,,,,,,,0.0,104.8,Y,,,,,,N, ,N, 
58610,"Celina Solar Project #1, LLC",58665,"Celina Solar Project #1, LLC",OH,Mercer,CSP1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,4.0,4.0,4.0,12,2012,,,,Y,,,,,,,25.0,5.0,Y,,,,,,N, ,N, 
58661,"Sustainable Power Group, LLC",58667,Biscoe Solar LLC,NC,Montgomery,BISCO,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,5.0,5.0,5.0,9,2014,,Y,,Y,,,,,,,20.0,6.6,Y,,,,,,N, ,N, 
58477,"O2energies, Inc.",58668,Rockwell Solar LLC,NC,Rowan,ROCKW,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,3.5,3.5,3.5,12,2014,,,,Y,,,,,,,20.0,4.2,Y,,,,,,N, ,N, 
58661,"Sustainable Power Group, LLC",58669,Selma Solar LLC,NC,Johnston,SELMA,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,5.0,5.0,5.0,9,2014,,,,Y,,,,,,,20.0,6.5,Y,,,,,,N, ,N, 
58661,"Sustainable Power Group, LLC",58670,Turkey Branch Solar LLC,NC,Robeson,TURKY,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,5.0,5.0,5.0,9,2014,,,,Y,,,,,,,20.0,6.5,Y,,,,,,N, ,N, 
58477,"O2energies, Inc.",58673,Gates Solar LLC,NC,Gates,GATES,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,5.0,5.0,5.0,12,2015,,Y,,N,,,,,,, ,6.5,Y,,,,,,N, ,N, 
58477,"O2energies, Inc.",58674,Cirrus Solar LLC,NC,Franklin,CIRRU,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,5.0,5.0,5.0,12,2014,,,,Y,,,,,,,20.0,6.5,Y,,,,,,N, ,N, 
58477,"O2energies, Inc.",58675,Chocowinity Solar LLC,NC,Beaufort,CHOCO,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,5.0,5.0,5.0,12,2014,,,,Y,,,,,,,20.0,6.5,Y,,,,,,N, ,N, 
58611,Forest City Sustainable Resources Pearl City LLC,58676,Pearl City Peninsula Solar Park,HI,Honolulu,PCPPV,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.0,1.0,1.0,11,2012,,,,Y,,,,,,,15.0,1.2,Y,,,,,,N, ,N, 
58598,"Mass Solar, LLC",58680,Braley Road 2,MA,Bristol,PV1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,2.7,2.7,2.7,3,2015,,,,Y,,,,,,,25.0,3.5,Y,,,,,,Y,3.5,N, 
58598,"Mass Solar, LLC",58682,Dartmouth,MA,Bristol,PV1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,6.3,6.3,6.3,4,2014,,,,Y,,,,,,,25.0,7.4,Y,,,,,N,Y,7.4,N, 
58611,Forest City Sustainable Resources Pearl City LLC,58684,Kapolei Solar Energy Park,HI,Honolulu,KSEPV,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.0,1.0,1.0,2,2012,,,,Y,,,,,,,15.0,1.2,Y,,,,,,N, ,N, 
58621,"SSA Solar of NM, LLC",58689,Blue Sky One,NM,Taos,1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.3,1.3,1.3,10,2012,,Y,,N,,,,,,,0.0,1.5,Y,,,,,,N, ,N, 
58622,Costco Wholesale,58698,Mira Loma,CA,Riverside,D960,OP,Solar Photovoltaic,PV,Commercial Non-CHP,4,1.0,1.0,1.0,11,2011,,,,Y,,,,,,,9.0,1.1,Y,,,,,,Y,1.1,N, 
58622,Costco Wholesale,58698,Mira Loma,CA,Riverside,D9611,OP,Solar Photovoltaic,PV,Commercial Non-CHP,4,1.5,1.5,1.5,11,2011,,,,Y,,,,,,,9.0,1.7,Y,,,,,,N, ,N, 
58622,Costco Wholesale,58698,Mira Loma,CA,Riverside,D9612,OP,Solar Photovoltaic,PV,Commercial Non-CHP,4,0.5,0.5,0.5,11,2011,,,,Y,,,,,,,9.0,0.6,Y,,,,,,N, ,N, 
58629,TIG Sun Energy I LLC,58700,Colleton Solar Farm,SC,Colleton,CS300,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,2.5,2.5,2.5,12,2013,,Y,,Y,N,,,,,,25.0,3.0,Y,,,,,,N, ,N, 
57369,"Apple, Inc",58701,Apple Data Center - PV2,NC,Catawba,PV2,OP,Solar Photovoltaic,PV,Commercial Non-CHP,4,20.0,19.4,6.5,10,2013,,Y,,,,,,,,,0.0,25.0,Y,,,,,,N, ,N, 
58639,Axio Green LLC,58702,Axio Green LLC,MA,Franklin,1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,2.0,2.0,2.0,6,2012,,N,,Y,,,,,,,0.0,2.0,Y,,,,,,N, ,N, 
58638,"Lenape Solar II, LLC",58703,Lenape II,IN,Marion,1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,4.0,4.0,4.0,11,2015,,,,Y,,,,,,,5.0,5.0,Y,,,,,,N, ,, 
58649,Solar Star Arizona II LLC,58708,Phoenix Airport East Economy Lot,AZ,Maricopa,PAEEL,OP,Solar Photovoltaic,PV,Commercial Non-CHP,4,1.1,1.0,1.0,12,2012,,,,Y,,,,,,,0.0,5.4,Y,,,,,,N, ,N, 
58649,Solar Star Arizona II LLC,58709,Phoenix Airport Rental Car Center,AZ,Maricopa,PARCC,OP,Solar Photovoltaic,PV,Commercial Non-CHP,4,1.6,1.4,1.4,12,2012,,,,Y,,,,,,,0.0,5.4,Y,,,,,,N, ,N, 
59745,First Solar Asset Management,58710,Barilla Solar,TX,Pecos,BRLA,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,30.2,30.2,30.2,6,2015,,,,Y,,,,,,,20.0,37.6,,Y,,,,,N, ,N, 
17650,Southern Power Co,58711,Lost Hills/Blackwell,CA,Kern,BLKW,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,12.0,12.0,12.0,4,2015,,Y,,,,,,,,, ,16.2,,Y,,,,,N, ,N, 
17650,Southern Power Co,58711,Lost Hills/Blackwell,CA,Kern,LTHL,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,20.0,20.0,20.0,4,2015,,Y,,,,,,,,, ,27.3,,Y,,,,,N, ,N, 
17650,Southern Power Co,58713,North Star Solar,CA,Fresno,NSTR,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,62.5,60.0,60.0,6,2015,,Y,,,,,,,,, ,73.0,,Y,,,,,N, ,N, 
58489,OCI Solar Power,58716,"OCI Alamo 2, LLC",TX,Bexar,1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,4.4,4.4,4.4,3,2014,,,Y,,,,,,,, ,5.4,Y,,,,,,N, ,N, 
56769,Consolidated Edison Development Inc.,58717,"OCI Alamo 4, LLC",TX,Kinney,1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,39.6,39.6,39.6,8,2014,,,Y,,,,,,,,0.0,49.0,Y,,,,,,N, ,N, 
58654,Orion Solar I LLC,58718,Orion Solar I,CA,Kern,PV1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,12.0,12.0,12.0,4,2014,,Y,,,,,,,,,0.0,15.7,Y,,,,,,N, ,N, 
58655,"Orion Solar II, LLC",58721,Orion Solar II,CA,Kern,ORION,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,8.0,8.0,8.0,6,2014,,Y,,,,,,,,,0.0,10.5,Y,,,,,,N, ,N, 
60006,"Charlotte Solar, LLC (NC)",58722,Charlotte Solar,NC,Rutherford,PV1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,5.0,5.0,5.0,11,2015,,,,Y,,,,,,,20.0,6.6,Y,,,,,,N, ,N, 
61060,Cypress Creek Renewables,58725,Elliana Solar,NC,Alamance,PV1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,5.0,5.0,5.0,10,2015,,,,Y,,,,,,,20.0,5.0,Y,,,,,,N, ,N, 
60007,Flash Solar LLC,58726,Flash Solar,NC,Catawba,PV1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,5.0,5.0,5.0,11,2015,,,,Y,,,,,,,20.0,6.4,Y,,,,,,N, ,N, 
59912,Amethyst Solar LLC,58730,Amethyst Solar,NC,Rutherford,PV1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,3.0,3.0,3.0,4,2016,,,,Y,,,,,,,25.0,4.3,Y,,,,,,N, ,N, 
61060,Cypress Creek Renewables,58731,Angel Solar,NC,Catawba,PV1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,5.0,5.0,5.0,12,2015,,,,Y,,,,,,,20.0,6.4,Y,,,,,,N, ,N, 
59910,Audrey Solar LLC,58732,Audrey Solar,NC,Cleveland,PV1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,3.0,3.0,3.0,4,2016,,,,Y,,,,,,,25.0,3.7,Y,,,,,,N, ,N, 
60005,Buddy Solar LLC,58735,Buddy Solar,NC,Rowan,PV1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,4.0,4.0,4.0,11,2015,,,,Y,,,,,,,20.0,4.7,Y,,,,,,N, ,N, 
59911,Milo Solar LLC,58739,Milo Solar,NC,Alamance,PV1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,3.0,3.0,3.0,4,2016,,,,Y,,,,,,,25.0,4.3,Y,,,,,,N, ,N, 
59913,Minnie Solar LLC,58740,Minnie Solar,NC,Alamance,PV1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,3.0,3.0,3.0,4,2016,,,,Y,,,,,,,25.0,4.1,Y,,,,,,N, ,N, 
58661,"Sustainable Power Group, LLC",58741,Nick Solar,NC,Guilford,NICK,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,5.0,5.0,5.0,8,2014,,,,Y,,,,,,,20.0,6.5,Y,,,,,,N, ,N, 
59916,Owen Solar LLC,58742,Owen Solar,NC,Catawba,PV1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,5.0,5.0,5.0,4,2016,,,,Y,,,,,,,25.0,7.0,Y,,,,,,N, ,N, 
59914,Sophie Solar LLC,58745,Sophie Solar,NC,Cleveland,PV1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,4.5,4.5,4.5,4,2016,,,,Y,,,,,,,25.0,5.9,Y,,,,,,N, ,N, 
59915,Star Solar LLC,58746,Star Solar,NC,Durham,PV1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,5.0,5.0,5.0,4,2016,,,,Y,,,,,,,25.0,7.0,Y,,,,,,N, ,N, 
58661,"Sustainable Power Group, LLC",58748,North Bay Solar 1,CA,Solano,NBWT,OP,Solar Photovoltaic,PV,Commercial Non-CHP,4,1.0,1.0,1.0,8,2013,,Y,,,,,,,,,0.0,1.1,Y,,,,,,Y,1.1,N, 
57365,Consolidated Edison Solutions Inc,58749,Tihonet Solar,MA,Plymouth,TSMA,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.0,1.0,1.0,5,2014,,,,Y,,,,,,,30.0,1.4,Y,,,,,,N, ,Y,1.4
58661,"Sustainable Power Group, LLC",58750,Lancaster Dry Farm Ranch B,CA,Los Angeles,LDFRB,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,5.0,5.0,5.0,11,2014,,Y,,N,,,,,,,0.0,5.9,Y,,,,,,N, ,N, 
58661,"Sustainable Power Group, LLC",58751,Rodeo Solar C2,CA,Los Angeles,RSC2,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.5,1.5,1.5,5,2014,,,,Y,,,,,,,25.0,2.1,Y,,,,,,N, ,N, 
58661,"Sustainable Power Group, LLC",58752,Rodeo Solar D2,CA,Los Angeles,RSD2,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.5,1.5,1.5,5,2014,,,,Y,,,,,,,25.0,2.1,Y,,,,,,N, ,N, 
58661,"Sustainable Power Group, LLC",58753,Summer Solar A2,CA,Los Angeles,SSA2,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.5,1.5,1.5,6,2014,,,,Y,,,,,,,25.0,2.1,Y,,,,,,N, ,N, 
58661,"Sustainable Power Group, LLC",58754,Summer Solar B2,CA,Los Angeles,SSB2,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.5,1.5,1.5,6,2014,,,,Y,,,,,,,25.0,2.1,Y,,,,,,N, ,N, 
58661,"Sustainable Power Group, LLC",58755,Summer Solar C2,CA,Los Angeles,SSC2,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.5,1.5,1.5,6,2014,,,,Y,,,,,,,25.0,2.1,Y,,,,,,N, ,N, 
58661,"Sustainable Power Group, LLC",58756,Summer Solar D2,CA,Los Angeles,SSD2,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.0,1.0,1.0,7,2014,,,,Y,,,,,,,25.0,1.2,Y,,,,,,N, ,N, 
58661,"Sustainable Power Group, LLC",58757,Summer North Solar,CA,Los Angeles,UE2,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.5,1.5,1.5,12,2014,,,,Y,,,,N,,,25.0,2.1,Y,,,,,,N, ,N, 
58661,"Sustainable Power Group, LLC",58757,Summer North Solar,CA,Los Angeles,UF2,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,2.0,2.0,2.0,12,2014,,,,Y,,,,,,,25.0,2.8,Y,,,,,,N, ,N, 
58661,"Sustainable Power Group, LLC",58757,Summer North Solar,CA,Los Angeles,UG2,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.5,1.5,1.5,12,2014,,,,Y,,,,,,,25.0,2.1,Y,,,,,,N, ,N, 
58661,"Sustainable Power Group, LLC",58757,Summer North Solar,CA,Los Angeles,UH2,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.5,1.5,1.5,12,2014,,,,Y,,,,,,,25.0,2.1,Y,,,,,,N, ,N, 
58661,"Sustainable Power Group, LLC",58761,Expressway Solar A,CA,San Bernardino,EXSA,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,2.0,2.0,2.0,5,2014,,,,Y,,,,,,,25.0,2.7,Y,,,,,,N, ,N, 
58661,"Sustainable Power Group, LLC",58762,Expressway Solar B,CA,San Bernardino,EXSB,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,2.0,2.0,2.0,5,2014,,,,Y,,,,,,,25.0,2.4,Y,,,,,,N, ,N, 
58661,"Sustainable Power Group, LLC",58763,Expressway Solar C2,CA,San Bernardino,EXSC2,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.5,1.5,1.5,11,2014,,,,Y,,,,,,,25.0,2.1,Y,,,,,,N, ,N, 
58596,Hanwha Q CELLS USA,58770,Maywood Photovoltaic Project,IN,Marion,1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,8.0,8.0,8.0,3,2014,,,,Y,,,,,,,20.0,10.5,Y,,,,,,N, ,N, 
61060,Cypress Creek Renewables,58782,Sonne One,NC,Wayne,PV1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,5.0,5.0,5.0,1,2016,,,,Y,,,,,,,20.0,5.0,Y,,,,,,N, ,N, 
58677,CD US Solar MT1 LLC,58785,Brentwood Solar,NY,Suffolk,BRT1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.0,1.0,1.0,11,2011,,,,Y,,,,,,,6.0,1.0,Y,,,,,,N, ,N, 
58677,CD US Solar MT1 LLC,58786,Deer Park,NY,Suffolk,DRP1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,2.5,2.5,2.5,12,2012,,,,Y,,,,,,,6.0,3.0,Y,,,,,,N, ,N, 
58677,CD US Solar MT1 LLC,58787,Dennison,NY,Suffolk,DNN1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,2.0,2.0,2.0,4,2011,,,,Y,,,,,,,6.0,2.0,Y,,,,,,N, ,N, 
58677,CD US Solar MT1 LLC,58788,North County,NY,Suffolk,NRT1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.0,1.0,1.0,4,2011,,,,Y,,,,,,,10.0,1.0,Y,,,,,,N, ,N, 
58677,CD US Solar MT1 LLC,58789,Riverhead,NY,Suffolk,RVH1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.5,1.5,1.5,4,2011,,,,Y,,,,,,,10.0,1.5,Y,,,,,,N, ,N, 
58677,CD US Solar MT1 LLC,58790,Cohalan,NY,Suffolk,CLN1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,2.5,2.5,2.5,9,2012,,,,Y,,,,,,,6.0,2.8,Y,,,,,,N, ,N, 
58677,CD US Solar MT1 LLC,58790,Cohalan,NY,Suffolk,CLN2,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.5,1.5,1.5,12,2012,,,,Y,,,,,,,6.0,1.6,Y,,,,,,N, ,N, 
61060,Cypress Creek Renewables,58791,Kirkwall Holdings,NC,Duplin,PV1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,5.0,5.0,5.0,1,2016,,,,Y,,,,,,,20.0,5.0,Y,,,,,,N, ,N, 
58682,WR-TGC Solar Generation IV LLC,58793,JMB Mcguire-Dix-Lakehurst Solar Project,NJ,Burlington,UCIV,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,11.4,11.4,11.4,10,2013,,,,Y,,,,,,,27.0,12.3,Y,,,,,,N, ,, 
58681,MSM Solar LLC,58794,Storrie Lake Solar Project,NM,San Miguel,MSMPV,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.9,1.5,1.5,5,2014,,,,Y,,,,,,,25.0,1.9,Y,,,,,,N, ,N, 
58661,"Sustainable Power Group, LLC",58795,"Hobart Solar, LLC",IN,Lake,HS,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.0,1.0,1.0,11,2012,,,,Y,,,,,,,30.0,1.3,Y,,,,,,N, ,N, 
58661,"Sustainable Power Group, LLC",58796,"Waterloo Solar, LLC",IN,DeKalb,WS,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.0,1.0,1.0,1,2012,,,,Y,,,,,,,30.0,1.3,Y,,,,,,N, ,N, 
58661,"Sustainable Power Group, LLC",58797,"Valparaiso Solar, LLC",IN,Porter,VS,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.0,1.0,1.0,12,2012,,,,Y,,,,,,,39.0,1.3,Y,,,,,,N, ,N, 
58661,"Sustainable Power Group, LLC",58798,"AC Criminal Courts Complex SPE2, LLC",NJ,Atlantic,ACCCC,OP,Solar Photovoltaic,PV,Commercial Non-CHP,4,1.3,1.3,1.3,12,2012,,,,Y,,,,,,,0.0,1.5,Y,,,,,,Y,1.5,N, 
58466,SunEnergy1,58799,Pamlico Partners Solar,NC,Beaufort,1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,5.0,5.0,5.0,12,2013,,N,,Y,,,,,,,25.0,7.0,Y,,,,,N,N, ,N, 
58694,"Argand Energy Solutions, LLC",58801,"Arba Solar, LLC",NC,Greene,INV1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,0.5,0.5,0.5,6,2014,,,,Y,,,,,,,25.0,0.5,Y,,,,,,N, ,N, 
