bus_id,Pd,zone_id,baseKV,interconnect
108729,25.078,8,115.0,Eastern
108732,0.0,8,129.6221762183158,Eastern
108733,13.369,8,69.0,Eastern
108735,0.0,8,230.0,Eastern
108739,0.0,52,138.0,Eastern
108740,0.0,52,137.640625,Eastern
108742,0.0,52,138.0,Eastern
108743,0.0,52,138.0,Eastern
108744,5.649,52,138.0,Eastern
108745,0.0,52,138.0,Eastern
108747,0.0,52,138.0,Eastern
108750,0.0,52,138.0,Eastern
108751,0.0,52,138.0,Eastern
108752,5.649,52,138.0,Eastern
108753,0.0,52,138.0,Eastern
108754,0.0,52,138.0,Eastern
108755,0.0,52,138.0,Eastern
108756,3.542,52,138.0,Eastern
108757,0.0,52,186.8139534883721,Eastern
108758,0.0,52,138.0,Eastern
108759,0.0,52,138.0,Eastern
108760,0.0,52,138.0,Eastern
108761,0.0,52,138.0,Eastern
108762,0.0,52,138.0,Eastern
108763,0.0,52,138.0,Eastern
108764,0.0,52,138.0,Eastern
108765,0.0,52,138.0,Eastern
108766,0.0,52,138.0,Eastern
108767,0.0,52,138.0,Eastern
108768,0.0,52,138.0,Eastern
108769,6.205,52,138.0,Eastern
108771,0.0,52,345.0,Eastern
108772,0.0,35,138.0,Eastern
108776,6.562,52,138.0,Eastern
108779,6.449,52,138.0,Eastern
108780,6.449,52,138.0,Eastern
108781,6.449,52,138.0,Eastern
108782,16.941,52,103.5,Eastern
108783,0.0,52,138.0,Eastern
108784,6.992,52,103.5,Eastern
108785,0.0,52,186.8139534883721,Eastern
108786,6.205,52,138.0,Eastern
108787,19.786,52,138.0,Eastern
108788,17.206,52,138.0,Eastern
108790,0.0,52,138.0,Eastern
108791,5.387,52,138.0,Eastern
108792,6.156,52,138.0,Eastern
108793,0.0,52,138.0,Eastern
108794,0.0,52,138.0,Eastern
