State,MDV Truck,HDV Truck,LDV Car - 100 mi,LDV Car - 200 mi,LDV Car - 300 mi,LDV Truck - 100 mi,LDV Truck - 200 mi,LDV Truck - 300 mi
NM,37880440.83428524,39728806.92684372,307535874.95301855,169503985.2408598,203979989.9274259,193766163.8069402,68841411.9025235,0.0
NV,9155401.692003353,13576010.65775329,217994272.66925466,120151504.21968237,144589536.26175848,137349549.71825147,48797667.97778555,0.0
NY,34559896.738490604,26677807.754321393,517620179.5573891,285550002.15639824,343323043.5084688,326131991.7118222,115868458.84193413,0.0
OH,46035333.72476003,85775473.82529566,941962573.7347358,520206493.2724805,624777484.3965355,593493420.840024,210856860.88203615,0.0
OK,68051783.29716605,54941331.35603753,518588294.0824298,285914837.08292824,343965180.82925725,326741938.72889704,116085161.35085621,0.0
OR,51747568.601925366,31825842.434907988,358549558.8763702,200646267.81643695,237815698.3982517,225908286.01907596,80260893.15329294,0.0
PA,59408383.89707241,47168703.58676625,809216041.8878084,446411580.5988138,536730454.74069756,509855005.4437521,181141731.61464798,0.0
RI,834277.5973662938,226873.2903064625,9609917.957058862,5301135.390781356,6373990.857577178,6054828.980989179,2151164.9283355586,0.0
SC,28530862.32687476,27526437.660974897,636963533.2325326,351399798.4288655,422480163.8718934,401325517.9746168,142583280.52265766,0.0
SD,8884779.973675797,15443873.423248982,154650829.31813994,85180086.46430416,102575597.37714297,97439348.87972762,34618336.968400866,0.0
TN,22409305.138022948,51121106.89706616,762504959.3361963,419928639.04098815,505748353.9160724,480424101.0267961,170685494.18998528,0.0
TX,165868556.5854329,217300447.89243394,1809921321.3211005,997869341.8717755,1200470434.2130525,1140359719.306014,405147997.0053446,0.0
UT,49116360.68517606,18896584.343558274,186478520.22874892,102781024.63792247,123686014.46498701,117492723.41849394,41742917.388098195,0.0
VA,16876676.204301912,36409558.46289394,736949576.1320914,406560060.339461,488798120.2150656,464322767.2099967,164964998.24949315,0.0
VT,11964258.170080531,2681720.630326781,131472855.87249577,72524595.14296296,87202282.58923909,82835843.29307143,29429990.749638636,0.0
WA,27830031.24823384,19938558.28188261,429042039.46687794,240094240.3196884,284571350.6879738,270322886.6598916,96040551.2583422,0.0
WI,57124292.15936421,40445339.75829565,765148812.8297672,422559655.6088485,507501851.77038634,482090052.23800284,171277374.79125708,0.0
WV,22723866.020463824,15957251.391721487,267029564.37918583,147314767.96041033,177113269.8053126,168244762.29456422,59774146.08415443,0.0
WY,7278959.52910889,18773415.16962197,166709847.94115433,91885161.72053199,110574004.11914313,105037266.65817635,37317731.83235059,0.0
DC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
