puma,latitude,longitude
puma_4806000,32.7096685,-97.2735597
puma_4806100,32.7972616,-97.2011831
puma_4806200,32.9122709,-97.2229172
puma_4806301,32.8890007,-96.7346901
puma_4806302,32.9504732,-96.6581836
puma_4806400,32.9523202,-96.7548808
puma_4806500,32.9531519,-96.8505127
puma_4806601,32.8923328,-96.8286403
puma_4806602,32.8282924,-96.8489333
puma_4806603,32.8065702,-96.7779836
puma_4806701,32.7441782,-96.7633388
puma_4806702,32.761625,-96.879128
puma_4806703,32.6901032,-96.8552416
puma_4806801,32.5950541,-96.8187957
puma_4806802,32.9280371,-97.2839139
puma_4806803,29.9091106,-95.4602777
puma_4806804,26.1451509,-98.2041376
puma_4806805,29.8457755,-95.4077589
puma_4806806,30.4738896,-97.9946749
puma_4806807,32.925949,-97.1027945
puma_4806900,33.0297896,-96.9646371
puma_4903001,40.6116528,-111.7149161
puma_4905001,40.5285158,-111.851109
puma_4911001,40.1561005,-111.952868
puma_4911002,40.3350435,-111.7313895
puma_4913001,40.2410363,-111.6577372
puma_4921001,40.0814295,-111.4450514
puma_4935001,37.2625308,-113.4878003
puma_4935002,41.2344459,-112.1885315
puma_4935003,41.2945417,-111.6982893
puma_4935004,40.9295073,-113.0653335
puma_4935005,41.2697316,-111.3125999
puma_4935006,41.046013,-112.1760313
puma_4935007,40.923042,-111.8827119
puma_4935008,39.081441,-110.0543675
puma_4935009,38.4226847,-112.3542299
puma_4949001,40.7584173,-112.1051416
puma_4949002,40.7759115,-111.752248
puma_4949003,40.7042671,-111.993516
puma_4949004,40.6858782,-111.927862
puma_4953001,40.676338,-111.7880258
puma_4957001,40.5196005,-112.0612591
puma_4957002,40.5473809,-111.9507126
puma_5000100,44.6860126,-73.0414959
puma_5000200,44.5900542,-72.2450753
puma_5000300,43.5090563,-72.5709124
puma_5000400,43.5685615,-73.0974275
puma_5101301,38.796176,-78.4920759
puma_5101302,37.2792537,-79.9791296
puma_5104101,36.8588601,-76.3503426
puma_5104102,37.7149294,-77.9828211
puma_5104103,38.8961265,-77.1234899
puma_5110701,38.861649,-77.0783639
puma_5110702,38.1201545,-77.4309085
puma_5110703,37.7168075,-76.2444768
puma_5151010,37.0033386,-77.3478857
puma_5151020,36.7615048,-76.8694241
puma_5151040,36.9270713,-76.2422298
puma_5151044,36.8578323,-76.0012751
puma_5151045,36.8062562,-76.1516285
puma_5151080,36.6861989,-76.0169778
puma_5151084,37.0759784,-76.5217187
puma_5151085,37.0480303,-76.2971486
puma_5151087,37.2491895,-76.546242
puma_5151089,38.7490077,-77.4685909
puma_5151090,38.6191167,-77.3171205
puma_5151095,38.8183429,-77.0820263
puma_5151096,36.7697075,-76.254673
puma_5151097,36.6539166,-76.3040941
puma_5151105,38.8405799,-77.1755632
puma_5151110,38.7497199,-77.0919487
puma_5151115,38.8172954,-77.275918
puma_5151120,38.7362054,-77.2867124
puma_5151125,38.898248,-77.2987259
puma_5151135,38.7701117,-77.19041
puma_5151145,38.9454354,-77.3760563
puma_5151154,38.9652017,-77.2405532
puma_5151155,38.8561073,-77.4529241
puma_5151164,37.5056718,-77.3458821
puma_5151165,37.6253614,-77.5794012
puma_5151167,37.531399,-77.4760085
puma_5151175,38.7240552,-77.542824
puma_5151186,37.4419303,-77.477704
puma_5151206,37.4028359,-77.5212218
puma_5151215,37.3472143,-77.6355989
puma_5151224,39.0335576,-77.4166668
puma_5151225,38.9852545,-77.4993078
puma_5151235,39.1121306,-77.6756914
puma_5151244,36.9686321,-82.3203968
puma_5151245,36.809756,-81.3489234
puma_5151246,37.1213632,-80.531516
puma_5151255,37.381906,-79.9678327
puma_5155001,38.0901662,-79.3989175
puma_5155002,39.1766466,-78.1828983
puma_5159301,38.5408908,-77.9922108
puma_5159302,37.8965047,-78.4201615
puma_5159303,38.2007277,-78.5420471
puma_5159304,37.4209914,-79.2619377
puma_5159305,37.230477,-79.1091253
puma_5159306,36.7495963,-79.7244046
puma_5159307,37.0333553,-78.4055436
puma_5159308,38.5112574,-78.876307
puma_5159309,38.4189333,-77.4590432
puma_5310100,48.8426531,-121.8364325
puma_5310200,48.4470835,-122.1737477
puma_5310300,47.8207101,-120.2680419
puma_5310400,48.5031113,-118.7866723
puma_5310501,47.727103,-117.426092
puma_5310502,47.6398543,-117.4466701
puma_5310503,47.6561312,-117.1848928
puma_5310504,47.4528139,-117.6335913
puma_5310600,46.9464148,-118.0223129
puma_5310701,46.3417341,-119.3819859
puma_5310702,46.1709623,-119.1426508
puma_5310703,46.3268203,-119.011907
puma_5310800,47.1763396,-120.0122373
puma_5310901,46.6016947,-120.5495957
puma_5310902,46.4565581,-120.7401446
puma_5311000,46.2871268,-121.7656839
puma_5311101,45.6576149,-122.6599638
puma_5311102,45.7004541,-122.6392898
puma_5311103,45.6090241,-122.3946494
puma_5311104,45.8193225,-122.447661
puma_5311200,46.3741874,-123.2697606
puma_5311300,47.2136746,-123.6234225
puma_5311401,47.0289873,-122.8349812
puma_5311402,46.9165765,-122.8284853
puma_5311501,47.2420687,-122.4658175
puma_5311502,47.2822884,-122.6738855
puma_5311503,47.0894734,-122.5523993
puma_5311504,47.134328,-122.4122673
puma_5311505,47.2320641,-122.273831
puma_5311506,47.1369682,-122.2980657
puma_5311507,46.9585225,-121.9396789
puma_5311601,47.6909932,-122.3619886
puma_5311602,47.6875388,-122.2847471
puma_5311603,47.6391415,-122.3720415
puma_5311604,47.581457,-122.2744307
puma_5311605,47.5521279,-122.352395
puma_5311606,47.756442,-122.278789
puma_5311607,47.684098,-122.1662071
puma_5311608,47.6070945,-122.16441
puma_5311609,47.5616312,-122.0701808
puma_5311610,47.4836108,-122.1904418
puma_5311611,47.4625998,-122.3095933
puma_5311612,47.4764315,-122.4271827
puma_5311613,47.387151,-122.2134237
puma_5311614,47.2848663,-122.169381
puma_5311615,47.2978465,-121.7860533
puma_5311616,47.6075559,-121.5876011
puma_5311701,47.8094237,-122.3238471
puma_5311702,47.8850557,-122.2739659
puma_5311703,47.944851,-122.2113738
puma_5311704,47.8165691,-122.1351261
puma_5311705,47.9123171,-121.606822
puma_5311706,48.1797844,-121.7654135
puma_5311801,47.7284856,-122.6015652
puma_5311802,47.511672,-122.7140249
puma_5311900,48.0027435,-123.8208473
puma_5400100,38.9621793,-79.6301462
puma_5400200,38.9955987,-81.0493728
puma_5400300,39.1803226,-81.4130705
puma_5400400,40.0680902,-80.6209567
puma_5400500,39.3496492,-80.3746954
puma_5400600,38.0876437,-80.4585821
puma_5400700,37.792426,-81.1414563
puma_5400800,38.4292473,-82.2283603
puma_5400900,38.2082617,-81.89444
puma_5401000,38.361826,-81.422216
puma_5401100,39.5251551,-79.8019121
puma_5401200,39.3699369,-78.449442
puma_5401300,37.642611,-81.7910194
puma_5500100,44.8644172,-91.2961614
puma_5500101,43.0029476,-88.4018878
puma_5500102,43.0177747,-88.1288117
puma_5500103,43.0643083,-88.2498631
puma_5500200,42.6699307,-89.0751194
puma_5500300,42.5798383,-87.4186914
puma_5500600,42.755361,-87.4866213
puma_5500700,46.1462742,-91.0778314
puma_5500800,43.0647775,-89.4317874
puma_5500900,43.0730056,-89.2253045
puma_5501000,43.068938,-89.6355353
puma_5501001,44.5205815,-87.9872205
puma_5501300,44.4710303,-87.9935938
puma_5501301,45.6272742,-89.2991486
puma_5501400,44.1072207,-91.2006868
puma_5501401,42.9098341,-90.2774826
puma_5501500,43.9082222,-91.1117584
puma_5501501,43.4469526,-89.6626319
puma_5501600,43.2620274,-88.7345402
puma_5501601,45.0162159,-88.0725954
puma_5502400,44.1046512,-87.3105713
puma_5502500,44.3839805,-89.0041293
puma_5510000,43.8636066,-88.3862593
puma_5520000,44.0623779,-88.6550379
puma_5530000,44.2159173,-89.8643099
puma_5540101,43.7531754,-87.6681298
puma_5540301,43.353628,-87.8103944
puma_5540701,43.1322146,-87.9205178
puma_5541001,42.9431746,-87.466301
puma_5541002,42.9987061,-88.0205467
puma_5541003,44.4182258,-88.4649883
puma_5541004,44.8980363,-89.757823
puma_5541005,43.1459602,-88.0120955
puma_5550000,43.0853253,-87.9802754
puma_5555101,43.0649017,-87.9294578
puma_5555102,43.020337,-87.9570508
puma_5555103,42.9717213,-87.933264
puma_5570101,42.6681095,-88.5417306
puma_5570201,45.1523863,-91.497773
puma_5570301,44.9851401,-92.1459502
puma_5600100,43.9104006,-109.3348528
puma_5600200,43.6518098,-105.4270533
puma_5600300,41.5284712,-105.3227947
puma_5600400,42.3982074,-106.5454867
puma_5600500,42.4235749,-109.0585458
