puma,state,htg_slope_res_mmbtu_m2_degC
puma_3401204,NJ,5.283174592690291e-06
puma_3401205,NJ,5.278016051792431e-06
puma_3401301,NJ,5.411156945336251e-06
puma_3401302,NJ,5.418277108312521e-06
puma_3401401,NJ,5.3837356397964736e-06
puma_3401402,NJ,5.3252270906889995e-06
puma_3401403,NJ,5.163456551173278e-06
puma_3401404,NJ,5.12813221329689e-06
puma_3401501,NJ,5.055590632043771e-06
puma_3401502,NJ,4.92100389761014e-06
puma_3401503,NJ,5.104749776834676e-06
puma_3401504,NJ,5.113660054082606e-06
puma_3401600,NJ,4.929181183356068e-06
puma_3401700,NJ,4.996960504569838e-06
puma_3401800,NJ,5.427067028430391e-06
puma_3401901,NJ,5.313086017243234e-06
puma_3401902,NJ,5.225715635722711e-06
puma_3401903,NJ,5.326816654805616e-06
puma_3401904,NJ,5.297597837973452e-06
puma_3402001,NJ,5.373220183846791e-06
puma_3402002,NJ,5.411152290636875e-06
puma_3402003,NJ,5.402851640345946e-06
puma_3402101,NJ,5.709928660149879e-06
puma_3402102,NJ,5.5244728152623434e-06
puma_3402103,NJ,5.324428152121216e-06
puma_3402104,NJ,5.4746810847867656e-06
puma_3402201,NJ,5.38288497974848e-06
puma_3402202,NJ,5.3652361559573826e-06
puma_3402301,NJ,5.307972378193874e-06
puma_3402302,NJ,5.267678382099296e-06
puma_3402303,NJ,5.280395709106715e-06
puma_3402400,NJ,5.356332450409264e-06
puma_3402500,NJ,5.47742656826464e-06
puma_3402600,NJ,5.468264590272153e-06
puma_3500100,NM,5.589521101228445e-06
puma_3500200,NM,5.838114052080988e-06
puma_3500300,NM,5.46914123000848e-06
puma_3500400,NM,6.349104594607559e-06
puma_3500500,NM,5.676583761587243e-06
puma_3500600,NM,6.257748502638073e-06
puma_3500700,NM,6.189133152447696e-06
puma_3500801,NM,6.226369927313455e-06
puma_3500802,NM,6.317436404567381e-06
puma_3500803,NM,6.360145832305798e-06
puma_3500804,NM,6.402566330179643e-06
puma_3500805,NM,6.441428648490278e-06
puma_3500806,NM,6.307146240453682e-06
puma_3500900,NM,6.551738655328171e-06
puma_3501001,NM,7.0950977849310845e-06
puma_3501002,NM,7.14699890078441e-06
puma_3501100,NM,6.704228706702389e-06
puma_3501200,NM,7.033689174955703e-06
puma_3600100,NY,5.372447527467399e-06
puma_3600200,NY,5.374768419817913e-06
puma_3600300,NY,5.605807360696026e-06
puma_3600401,NY,5.528377500040133e-06
puma_3600402,NY,5.674718911057747e-06
puma_3600403,NY,5.593012434823455e-06
puma_3600500,NY,5.533201153996349e-06
puma_3600600,NY,5.7669991635237286e-06
puma_3600701,NY,6.013041569128259e-06
puma_3600702,NY,5.8245863355849e-06
puma_3600703,NY,5.9880584998903805e-06
puma_3600704,NY,5.744054610929218e-06
puma_3600800,NY,5.964693554134419e-06
puma_3600901,NY,5.948344092798474e-06
puma_3600902,NY,5.948344092798474e-06
puma_3600903,NY,5.948344092798474e-06
puma_3600904,NY,5.948344092798474e-06
puma_3600905,NY,5.9618047810813725e-06
puma_3600906,NY,5.949257591203201e-06
puma_3601000,NY,5.992421064935871e-06
puma_3601101,NY,5.935995287324659e-06
puma_3601102,NY,6.001009052265554e-06
puma_3601201,NY,5.9764685514325105e-06
puma_3601202,NY,5.968363784510389e-06
puma_3601203,NY,5.9115462963881404e-06
puma_3601204,NY,5.960885480446479e-06
puma_3601205,NY,5.96636077570021e-06
puma_3601206,NY,5.98521424135274e-06
puma_3601207,NY,5.7694295049535385e-06
puma_3601300,NY,5.774570175003911e-06
puma_3601400,NY,5.9239692219616064e-06
puma_3601500,NY,5.575175920320915e-06
puma_3601600,NY,5.58539665312571e-06
puma_3601700,NY,5.886877689592548e-06
puma_3601801,NY,5.930190095666233e-06
puma_3601802,NY,5.818434109180697e-06
puma_3601900,NY,5.946409320418976e-06
puma_3602001,NY,5.935567262387651e-06
puma_3602002,NY,5.913612170114233e-06
puma_3602100,NY,5.997046260124447e-06
puma_3602201,NY,5.782131187504999e-06
puma_3602202,NY,5.761450280565465e-06
puma_3602203,NY,5.636096406770106e-06
puma_3602300,NY,5.710053982134167e-06
puma_3602401,NY,5.7296161622177e-06
puma_3602402,NY,5.682278715781348e-06
puma_3602500,NY,5.612083435911662e-06
puma_3602600,NY,5.931032333617978e-06
puma_3602701,NY,5.729969736496518e-06
puma_3602702,NY,5.923123190147853e-06
puma_3602801,NY,5.965248411433384e-06
puma_3602802,NY,6.1793766305132204e-06
puma_3602901,NY,6.166254360770748e-06
puma_3602902,NY,6.214079597185103e-06
puma_3602903,NY,6.223969209245102e-06
puma_3603001,NY,5.439352945852192e-06
puma_3603002,NY,5.5497382623955615e-06
puma_3603003,NY,5.867901427445461e-06
puma_3603101,NY,6.1648295700823e-06
puma_3603102,NY,6.236023594352367e-06
puma_3603103,NY,6.295032688687559e-06
puma_3603104,NY,6.3970250949916305e-06
puma_3603105,NY,6.524832047345577e-06
puma_3603106,NY,6.651311407368953e-06
puma_3603107,NY,6.728081635685785e-06
puma_3603201,NY,6.813077910875209e-06
puma_3603202,NY,6.736738905197882e-06
puma_3603203,NY,6.646369399939964e-06
puma_3603204,NY,6.7999356956224e-06
puma_3603205,NY,6.792365951520377e-06
puma_3603206,NY,6.704080922011416e-06
puma_3603207,NY,6.733757034315379e-06
puma_3603208,NY,6.630176257037489e-06
puma_3603209,NY,6.691118792481985e-06
puma_3603210,NY,6.558793330595646e-06
puma_3603211,NY,6.698554789994991e-06
puma_3603212,NY,6.6903920527228316e-06
puma_3603301,NY,6.579040646853871e-06
puma_3603302,NY,6.58439873279216e-06
puma_3603303,NY,6.568018240544128e-06
puma_3603304,NY,6.672237201558331e-06
puma_3603305,NY,6.427607152246877e-06
puma_3603306,NY,6.488771282524279e-06
puma_3603307,NY,6.608514922114085e-06
puma_3603308,NY,6.576420535350259e-06
puma_3603309,NY,6.5141881001350245e-06
puma_3603310,NY,6.532214763843749e-06
puma_3603311,NY,6.545190083089509e-06
puma_3603312,NY,6.597091432628778e-06
puma_3603313,NY,6.597091432628778e-06
puma_3603701,NY,6.8548359265503445e-06
puma_3603702,NY,6.8548359265503445e-06
puma_3603703,NY,6.8548359265503445e-06
puma_3603704,NY,6.8548359265503445e-06
puma_3603705,NY,6.861019881845326e-06
puma_3603706,NY,6.8548359265503445e-06
puma_3603707,NY,6.8548359265503445e-06
puma_3603708,NY,6.873459939452949e-06
puma_3603709,NY,6.8548359265503445e-06
puma_3603710,NY,6.893850704914203e-06
puma_3603801,NY,6.856349512167036e-06
puma_3603802,NY,6.857491383010329e-06
puma_3603803,NY,6.857491383010329e-06
puma_3603804,NY,6.858124380541128e-06
puma_3603805,NY,6.857491383010329e-06
puma_3603806,NY,6.857491383010329e-06
puma_3603807,NY,6.857491383010329e-06
puma_3603808,NY,6.857491383010329e-06
puma_3603809,NY,6.857491383010329e-06
puma_3603810,NY,6.857491945077662e-06
puma_3603901,NY,6.782499563908925e-06
puma_3603902,NY,6.834807434614696e-06
puma_3603903,NY,6.81772235195161e-06
puma_3604001,NY,6.857491383010329e-06
puma_3604002,NY,6.888437978920256e-06
puma_3604003,NY,6.867578974005609e-06
puma_3604004,NY,6.870158435484905e-06
puma_3604005,NY,6.89673502907289e-06
puma_3604006,NY,6.899644268640813e-06
puma_3604007,NY,6.900409623324242e-06
puma_3604008,NY,6.888443845854476e-06
puma_3604009,NY,6.899644268640813e-06
puma_3604010,NY,6.899644268640813e-06
puma_3604011,NY,6.899644268640813e-06
puma_3604012,NY,6.899644268640813e-06
puma_3604013,NY,6.899644268640813e-06
puma_3604014,NY,6.899644268640813e-06
puma_3604015,NY,6.899644268640813e-06
puma_3604016,NY,6.899644268640813e-06
puma_3604017,NY,6.899644268640813e-06
puma_3604018,NY,6.899644268640813e-06
puma_3604101,NY,6.8867962829790826e-06
puma_3604102,NY,6.9028609273535565e-06
puma_3604103,NY,6.893433217346302e-06
puma_3604104,NY,6.845670109342571e-06
puma_3604105,NY,6.808113474430804e-06
puma_3604106,NY,6.852888785758973e-06
puma_3604107,NY,6.9028609273535565e-06
puma_3604108,NY,6.9028609273535565e-06
puma_3604109,NY,6.896232963371599e-06
puma_3604110,NY,6.9028609273535565e-06
puma_3604111,NY,6.866064785522778e-06
puma_3604112,NY,6.809918250084184e-06
puma_3604113,NY,6.812529507511005e-06
puma_3604114,NY,6.8130857979676065e-06
puma_3700100,NC,6.688501513443809e-06
puma_3700200,NC,7.347931140890579e-06
puma_3700300,NC,7.63824702803111e-06
puma_3700400,NC,7.712924701568617e-06
puma_3700500,NC,7.717357979582755e-06
puma_3700600,NC,7.907646775744709e-06
puma_3700700,NC,8.16592743382006e-06
puma_3700800,NC,8.27047620762725e-06
puma_3700900,NC,7.995215683458609e-06
puma_3701000,NC,8.239754727052664e-06
puma_3701100,NC,7.980773544691824e-06
puma_3701201,NC,8.157925586526052e-06
puma_3701202,NC,8.048645712009378e-06
puma_3701203,NC,7.893445699659138e-06
puma_3701204,NC,8.03976386742017e-06
puma_3701205,NC,8.119949679356855e-06
puma_3701206,NC,8.038568796265345e-06
puma_3701207,NC,8.014508270930132e-06
puma_3701208,NC,7.967328589830873e-06
puma_3701301,NC,7.889283756236522e-06
puma_3701302,NC,7.79652028320923e-06
puma_3701400,NC,7.962357178057221e-06
puma_3701500,NC,7.988620618642947e-06
puma_3701600,NC,7.885187771759995e-06
puma_3701701,NC,7.893344727902356e-06
puma_3701702,NC,7.893344727902356e-06
puma_3701703,NC,7.859378199599461e-06
puma_3701704,NC,8.096226464948133e-06
puma_3701801,NC,7.913247642544946e-06
puma_3701802,NC,7.988127302010959e-06
puma_3701803,NC,7.795886769329708e-06
puma_3701900,NC,7.530535775107926e-06
puma_3702000,NC,7.773241461172701e-06
puma_3702100,NC,7.5903413710275364e-06
puma_3702201,NC,7.4674487433987325e-06
puma_3702202,NC,7.258285767488682e-06
puma_3702300,NC,7.269197817539799e-06
puma_3702400,NC,7.476568600954688e-06
puma_3702500,NC,7.497180799968263e-06
puma_3702600,NC,7.840013316460257e-06
puma_3702700,NC,7.930402062274364e-06
puma_3702800,NC,7.861341237052319e-06
puma_3702900,NC,7.497044411987016e-06
puma_3703001,NC,8.048711310777484e-06
puma_3703002,NC,8.07828090686201e-06
puma_3703101,NC,8.074894234093313e-06
puma_3703102,NC,8.039377388507746e-06
puma_3703103,NC,8.062245815262522e-06
puma_3703104,NC,8.088142628440362e-06
puma_3703105,NC,8.039377388507746e-06
puma_3703106,NC,8.040502660392977e-06
puma_3703107,NC,8.102065561307095e-06
puma_3703108,NC,8.109787007957638e-06
puma_3703200,NC,8.043940805730632e-06
puma_3703300,NC,8.035143034690017e-06
puma_3703400,NC,7.886568936959563e-06
puma_3703500,NC,7.96598662964126e-06
puma_3703600,NC,8.022416304771177e-06
puma_3703700,NC,8.05986311488027e-06
puma_3703800,NC,8.171572879907383e-06
puma_3703900,NC,8.195096139793006e-06
puma_3704000,NC,8.33768012798836e-06
puma_3704100,NC,8.374429638440118e-06
puma_3704200,NC,8.280962796279057e-06
puma_3704300,NC,8.513870136896768e-06
puma_3704400,NC,8.55254891780422e-06
puma_3704500,NC,8.469322775281834e-06
puma_3704600,NC,8.555588220567651e-06
puma_3704700,NC,8.69398171837356e-06
puma_3704800,NC,8.6724847297432e-06
puma_3704900,NC,8.35561166551739e-06
puma_3705001,NC,8.274817227041266e-06
puma_3705002,NC,8.345041896919348e-06
puma_3705003,NC,8.447650975501445e-06
puma_3705100,NC,8.368249692064253e-06
puma_3705200,NC,8.194205931729353e-06
puma_3705300,NC,8.151858520714852e-06
puma_3705400,NC,8.171206225048562e-06
puma_3800100,ND,3.5472028892288703e-06
puma_3800200,ND,3.4763285099354065e-06
puma_3800300,ND,3.6035872043622598e-06
puma_3800400,ND,3.445342881749907e-06
puma_3800500,ND,3.5715464177612943e-06
puma_3900100,OH,4.298432145699909e-06
puma_3900200,OH,4.3073993954717474e-06
puma_3900300,OH,4.361663299720429e-06
puma_3900400,OH,4.426422862195126e-06
puma_3900500,OH,4.479872712758023e-06
puma_3900600,OH,4.414047122762515e-06
puma_3900700,OH,4.395895006616873e-06
puma_3900801,OH,4.454002901103432e-06
puma_3900802,OH,4.472105565627247e-06
puma_3900901,OH,4.488683313025211e-06
puma_3900902,OH,4.497032823520422e-06
puma_3900903,OH,4.5120752243545175e-06
puma_3900904,OH,4.534310293831095e-06
puma_3900905,OH,4.533914616553658e-06
puma_3900906,OH,4.597329274191616e-06
puma_3900907,OH,4.597329274191616e-06
puma_3900908,OH,4.597329274191616e-06
puma_3900909,OH,4.57156428094158e-06
puma_3900910,OH,4.4771584045818595e-06
puma_3901000,OH,4.366141856918131e-06
puma_3901100,OH,4.43253162627619e-06
puma_3901200,OH,4.228181446900097e-06
puma_3901300,OH,4.268155686297164e-06
puma_3901400,OH,4.235083681662372e-06
puma_3901500,OH,4.231849441170179e-06
puma_3901600,OH,4.322043996391415e-06
puma_3901700,OH,4.31247788604665e-06
puma_3901801,OH,4.525119005135109e-06
puma_3901802,OH,4.47564012629093e-06
puma_3901803,OH,4.45444647300154e-06
puma_3901804,OH,4.517629871790303e-06
puma_3901805,OH,4.452368743813185e-06
puma_3901900,OH,4.347628433662538e-06
puma_3902000,OH,4.3737312561203405e-06
puma_3902100,OH,4.319969549294251e-06
puma_3902200,OH,4.3074617810797905e-06
puma_3902300,OH,4.351345215409409e-06
puma_3902400,OH,4.4208620236935195e-06
puma_3902500,OH,4.415353423548151e-06
puma_3902600,OH,4.440980583276064e-06
puma_3902700,OH,4.41821711511994e-06
puma_3902800,OH,4.30687498264541e-06
puma_3902900,OH,4.472932372759722e-06
puma_3903000,OH,4.399006403576474e-06
puma_3903100,OH,4.361478296926278e-06
puma_3903200,OH,4.359009048847405e-06
puma_3903300,OH,4.3450918987893595e-06
puma_3903400,OH,4.350149866016805e-06
puma_3903500,OH,4.535460573932066e-06
puma_3903600,OH,4.611831714322194e-06
puma_3903700,OH,4.522628244988664e-06
puma_3903800,OH,4.477261363210155e-06
puma_3903900,OH,4.61749265617182e-06
puma_3904000,OH,4.552675545329764e-06
puma_3904101,OH,4.659063399301778e-06
puma_3904102,OH,4.619552219130791e-06
puma_3904103,OH,4.560075796731194e-06
puma_3904104,OH,4.5520776377323185e-06
puma_3904105,OH,4.5602380975747275e-06
puma_3904106,OH,4.641924214301184e-06
puma_3904107,OH,4.615525182497003e-06
puma_3904108,OH,4.632864786061577e-06
puma_3904109,OH,4.585175387252025e-06
puma_3904110,OH,4.561006468603943e-06
puma_3904111,OH,4.5520776377323185e-06
puma_3904200,OH,4.5361185259896596e-06
puma_3904300,OH,4.444731578221986e-06
puma_3904400,OH,4.562645650337966e-06
puma_3904500,OH,4.403039880330679e-06
puma_3904601,OH,4.5964550919492315e-06
puma_3904602,OH,4.578842434218405e-06
puma_3904603,OH,4.664485187337236e-06
puma_3904604,OH,4.642655800868329e-06
puma_3904700,OH,4.673431716615861e-06
puma_3904800,OH,4.624816916479527e-06
puma_3904900,OH,4.575029892533214e-06
puma_3905000,OH,4.681299726643688e-06
puma_3905100,OH,4.786537441267424e-06
puma_3905200,OH,4.574674150815973e-06
puma_3905301,OH,4.632592854550305e-06
puma_3905302,OH,4.625298927992402e-06
puma_3905401,OH,4.6531839708105545e-06
puma_3905402,OH,4.672470980188095e-06
puma_3905403,OH,4.6453835750395825e-06
puma_3905501,OH,4.7064567086236e-06
puma_3905502,OH,4.676470267259249e-06
puma_3905503,OH,4.678780250538875e-06
puma_3905504,OH,4.744393474698673e-06
puma_3905505,OH,4.769193193954547e-06
puma_3905506,OH,4.70280258054498e-06
puma_3905507,OH,4.704422266147852e-06
puma_3905600,OH,4.669107331913322e-06
puma_3905700,OH,4.638560683932738e-06
puma_4000100,OK,5.606871744760513e-06
puma_4000200,OK,5.770100576128419e-06
puma_4000300,OK,5.906022973138706e-06
puma_4000400,OK,5.669159731946234e-06
puma_4000500,OK,5.397835399550922e-06
puma_4000601,OK,5.87545231711718e-06
puma_4000602,OK,5.795834333807376e-06
puma_4000701,OK,5.940852738410024e-06
puma_4000702,OK,5.944432624392038e-06
puma_4000800,OK,5.712858388091428e-06
puma_4000900,OK,5.780155686006316e-06
puma_4001001,OK,5.81126491501437e-06
puma_4001002,OK,5.7318003899985565e-06
puma_4001003,OK,5.678202900866303e-06
puma_4001004,OK,5.796496662703556e-06
puma_4001005,OK,5.844981117888684e-06
puma_4001006,OK,5.75310398106872e-06
puma_4001101,OK,5.78580235728063e-06
puma_4001102,OK,5.701762903498598e-06
puma_4001201,OK,5.717959714531937e-06
puma_4001202,OK,5.6992204313409194e-06
puma_4001203,OK,5.750350822608377e-06
puma_4001204,OK,5.680584087819775e-06
puma_4001301,OK,5.655139907851052e-06
puma_4001302,OK,5.783393075507168e-06
puma_4001400,OK,5.5129081847451385e-06
puma_4001501,OK,5.7183043554642085e-06
puma_4001601,OK,5.584170030603345e-06
puma_4100100,OR,5.476626580580365e-06
puma_4100200,OR,5.381606024805938e-06
puma_4100300,OR,5.229797443666832e-06
puma_4100400,OR,5.020818854339777e-06
puma_4100500,OR,5.8154770392298465e-06
puma_4100600,OR,5.939769426577809e-06
puma_4100703,OR,5.905751718680129e-06
puma_4100704,OR,5.9291817713328305e-06
puma_4100705,OR,5.902004474756408e-06
puma_4100800,OR,6.029333474711477e-06
puma_4100901,OR,6.002519822025204e-06
puma_4100902,OR,5.8604685670586215e-06
puma_4101000,OR,6.193424017427711e-06
puma_4101103,OR,5.9771428169403635e-06
puma_4101104,OR,5.9771428169403635e-06
puma_4101105,OR,5.948700091449148e-06
puma_4101200,OR,5.89978691900619e-06
puma_4101301,OR,6.15052767316107e-06
puma_4101302,OR,6.109063363068356e-06
puma_4101303,OR,6.147470911506378e-06
puma_4101305,OR,6.155656243580549e-06
puma_4101314,OR,6.180312023272222e-06
puma_4101316,OR,6.004350535481288e-06
puma_4101317,OR,5.972074868574382e-06
puma_4101318,OR,6.244388505846943e-06
puma_4101319,OR,6.14828915653883e-06
puma_4101320,OR,6.073477517039875e-06
puma_4101321,OR,6.037550208141838e-06
puma_4101322,OR,6.015328536788216e-06
puma_4101323,OR,6.282559207514463e-06
puma_4101324,OR,6.205041283249777e-06
puma_4200101,PA,5.116382906347691e-06
puma_4200102,PA,5.069805269082004e-06
puma_4200200,PA,4.881928645294546e-06
puma_4200300,PA,4.754279350757616e-06
puma_4200400,PA,4.8146588970342906e-06
puma_4200500,PA,4.746899043737046e-06
puma_4200600,PA,4.914975460609172e-06
puma_4200701,PA,5.076184410063448e-06
puma_4200702,PA,4.924513657513768e-06
puma_4200801,PA,5.034059140441113e-06
puma_4200802,PA,4.8915434784875836e-06
puma_4200803,PA,4.924198951298217e-06
puma_4200900,PA,5.203778836930527e-06
puma_4201000,PA,5.117788505071799e-06
puma_4201100,PA,5.2123842989417506e-06
puma_4201200,PA,5.0489504383128926e-06
puma_4201300,PA,4.883086777389878e-06
puma_4201400,PA,4.987022905661035e-06
puma_4201501,PA,5.1552378866419085e-06
puma_4201502,PA,5.359811876756255e-06
puma_4201600,PA,5.078932345462507e-06
puma_4201701,PA,5.344526735048192e-06
puma_4201702,PA,5.34447671164237e-06
puma_4201801,PA,5.3151084640743826e-06
puma_4201802,PA,5.274841312553294e-06
puma_4201803,PA,5.3442903009160795e-06
puma_4201804,PA,5.309251015216672e-06
puma_4201805,PA,5.325176400390235e-06
puma_4201806,PA,5.344457450843623e-06
puma_4201807,PA,5.310046822927944e-06
puma_4201900,PA,5.084072827352001e-06
puma_4202001,PA,5.221514654816763e-06
puma_4202002,PA,5.257835061821756e-06
puma_4202003,PA,5.196147679019418e-06
puma_4202100,PA,5.111445272980835e-06
puma_4202200,PA,5.0808040219728e-06
puma_4202301,PA,5.363898471367238e-06
puma_4202302,PA,5.388131213270723e-06
puma_4202401,PA,5.36525450932398e-06
puma_4202402,PA,5.363104656905083e-06
puma_4202500,PA,5.268665722715239e-06
puma_4202600,PA,5.364735169450891e-06
puma_4202701,PA,5.331350573827194e-06
puma_4202702,PA,5.405162069428241e-06
puma_4202703,PA,5.3947716565424984e-06
puma_4202801,PA,5.155047482175973e-06
puma_4202802,PA,5.270544764947858e-06
puma_4202803,PA,5.250398942977455e-06
puma_4202901,PA,5.263712687209593e-06
puma_4202902,PA,5.2481883434505535e-06
puma_4203001,PA,5.31841882544579e-06
puma_4203002,PA,5.483187956100494e-06
puma_4203003,PA,5.472841779024108e-06
puma_4203004,PA,5.461645710261955e-06
puma_4203101,PA,5.428348536560375e-06
puma_4203102,PA,5.357112543443272e-06
puma_4203103,PA,5.612163716450497e-06
puma_4203104,PA,5.537191057854724e-06
puma_4203105,PA,5.584353881783017e-06
puma_4203106,PA,5.619065886646411e-06
puma_4203201,PA,5.601668821233675e-06
puma_4203202,PA,5.6213500535683685e-06
puma_4203203,PA,5.667912013542612e-06
puma_4203204,PA,5.896952322087672e-06
puma_4203205,PA,5.9481617540094555e-06
puma_4203206,PA,5.849939846984897e-06
puma_4203207,PA,5.871139121247217e-06
puma_4203208,PA,5.867387010944994e-06
puma_4203209,PA,5.9129065313903855e-06
puma_4203210,PA,5.82998806141907e-06
puma_4203211,PA,5.910447927749469e-06
puma_4203301,PA,5.614046889474446e-06
puma_4203302,PA,5.760776906458453e-06
puma_4203303,PA,5.761332949158705e-06
puma_4203304,PA,5.728478478242171e-06
puma_4203401,PA,5.427415394800026e-06
puma_4203402,PA,5.347010912494385e-06
puma_4203403,PA,5.339790143266576e-06
puma_4203404,PA,5.381229057318704e-06
puma_4203501,PA,5.43430699693169e-06
puma_4203502,PA,5.4168477566243365e-06
puma_4203503,PA,5.428734575486951e-06
puma_4203504,PA,5.425404427907986e-06
puma_4203601,PA,5.544833499297298e-06
puma_4203602,PA,5.436679758209002e-06
puma_4203603,PA,5.435175907451095e-06
puma_4203701,PA,5.353826535038572e-06
puma_4203702,PA,5.3965818847350536e-06
puma_4203800,PA,5.00882738232256e-06
puma_4203900,PA,5.215112448904086e-06
puma_4204001,PA,5.093788165511239e-06
puma_4204002,PA,5.284050911145116e-06
puma_4400101,RI,5.980512675184043e-06
puma_4400102,RI,6.027504562170492e-06
puma_4400103,RI,6.205783040930988e-06
puma_4400104,RI,6.205783040930988e-06
puma_4400201,RI,6.18804493241262e-06
puma_4400300,RI,6.256443125758182e-06
puma_4400400,RI,6.0438231236015685e-06
puma_4500101,SC,8.258282962075403e-06
puma_4500102,SC,8.207737061518225e-06
puma_4500103,SC,8.299108417875758e-06
puma_4500104,SC,8.259865050741417e-06
puma_4500105,SC,8.314618924369995e-06
puma_4500200,SC,8.359429680557218e-06
puma_4500301,SC,8.331808294196436e-06
puma_4500302,SC,8.225970101957373e-06
puma_4500400,SC,8.237593352471241e-06
puma_4500501,SC,8.239864452310102e-06
puma_4500502,SC,8.444052235220861e-06
puma_4500601,SC,8.594482589641181e-06
puma_4500602,SC,8.770756834184747e-06
puma_4500603,SC,8.636220272279686e-06
puma_4500604,SC,8.983694203183528e-06
puma_4500605,SC,8.615774130833709e-06
puma_4500700,SC,8.396758462478052e-06
puma_4500800,SC,8.720786890900107e-06
puma_4500900,SC,8.694255769037728e-06
puma_4501000,SC,8.787539288218366e-06
puma_4501101,SC,8.854161626868815e-06
puma_4501102,SC,8.862245960022127e-06
puma_4501201,SC,8.946124669891845e-06
puma_4501202,SC,9.332275795846941e-06
puma_4501203,SC,9.094542232906363e-06
puma_4501204,SC,9.206759442212828e-06
puma_4501300,SC,8.88199814713704e-06
puma_4501400,SC,9.34412121374164e-06
puma_4501500,SC,8.750221862929749e-06
puma_4501600,SC,8.484853505350809e-06
puma_4600100,SD,3.0763157159492394e-06
puma_4600200,SD,3.053818051309124e-06
puma_4600300,SD,2.794286379149445e-06
puma_4600400,SD,2.938849162303969e-06
puma_4600500,SD,3.0061066997110343e-06
puma_4600600,SD,2.943610528302863e-06
puma_4700100,TN,7.987879666378451e-06
puma_4700200,TN,7.943775796514186e-06
puma_4700300,TN,7.95611582338508e-06
puma_4700400,TN,7.843857168223295e-06
puma_4700500,TN,7.847361264581817e-06
puma_4700600,TN,8.043371916886986e-06
puma_4700700,TN,7.787302086846931e-06
puma_4700800,TN,7.741560163604422e-06
puma_4700900,TN,7.60987082612915e-06
puma_4701000,TN,7.802068819111553e-06
puma_4701100,TN,7.675296091576645e-06
puma_4701200,TN,7.649448119940393e-06
puma_4701300,TN,7.71659968022792e-06
puma_4701400,TN,7.833409099844737e-06
puma_4701500,TN,7.693763958676258e-06
puma_4701601,TN,7.870021606689114e-06
puma_4701602,TN,7.889379307705931e-06
puma_4701603,TN,7.92595422565598e-06
puma_4701604,TN,8.020880019639592e-06
puma_4701700,TN,8.093365622806654e-06
puma_4701800,TN,8.024186748622711e-06
puma_4701900,TN,8.054689442647271e-06
puma_4702001,TN,8.246398154580554e-06
puma_4702002,TN,8.228348030713078e-06
puma_4702003,TN,7.979614722350992e-06
puma_4702100,TN,7.938183466923368e-06
puma_4702200,TN,8.061386257279614e-06
puma_4702300,TN,7.89827180465786e-06
puma_4702401,TN,7.858476040495748e-06
puma_4702402,TN,7.912744659244474e-06
puma_4702501,TN,8.036923018058494e-06
puma_4702502,TN,7.834140815726909e-06
puma_4702503,TN,8.063457022049488e-06
puma_4702504,TN,8.013304913675581e-06
puma_4702505,TN,7.929581614824251e-06
puma_4702600,TN,7.939344572760132e-06
puma_4702700,TN,7.963600038579652e-06
puma_4702800,TN,7.980529164733809e-06
puma_4702900,TN,8.186600773473176e-06
puma_4703000,TN,8.070135418583494e-06
puma_4703100,TN,8.23055738860183e-06
puma_4703201,TN,8.380606056559975e-06
puma_4703202,TN,8.370948835037402e-06
puma_4703203,TN,8.341105395016208e-06
puma_4703204,TN,8.388377758548404e-06
puma_4703205,TN,8.272769824922463e-06
puma_4703206,TN,8.31284501802161e-06
puma_4703207,TN,8.35510843032082e-06
puma_4703208,TN,8.550174301990968e-06
puma_4800100,TX,8.119577329723722e-06
puma_4800200,TX,8.144434679204915e-06
puma_4800300,TX,8.093965960403184e-06
puma_4800400,TX,8.523535381807587e-06
puma_4800501,TX,8.717609601325473e-06
puma_4800502,TX,8.709504822077618e-06
puma_4800600,TX,9.012772454781203e-06
puma_4800700,TX,9.013769424960014e-06
puma_4800800,TX,9.032026800371283e-06
puma_4800900,TX,9.444623285978176e-06
puma_4801000,TX,9.173111448557717e-06
puma_4801100,TX,9.244163143898672e-06
puma_4801200,TX,9.398217205087101e-06
puma_4801300,TX,9.311295925648994e-06
puma_4801400,TX,9.443525431668634e-06
puma_4801501,TX,9.571705553050084e-06
puma_4801502,TX,9.648016282547359e-06
puma_4801600,TX,9.505992386194094e-06
puma_4801700,TX,9.533906044667615e-06
puma_4801800,TX,9.512554750386956e-06
puma_4801901,TX,9.427025899235096e-06
puma_4801902,TX,9.427025899235096e-06
puma_4801903,TX,9.427025899235096e-06
puma_4801904,TX,9.376433346458513e-06
puma_4801905,TX,8.974156545168324e-06
puma_4801906,TX,9.19316559206478e-06
puma_4801907,TX,9.30109789760314e-06
puma_4802001,TX,9.429079374039766e-06
puma_4802002,TX,9.327638461635837e-06
puma_4802003,TX,9.322792850522438e-06
puma_4802004,TX,9.369779696922511e-06
puma_4802005,TX,9.30026588001059e-06
puma_4802006,TX,9.255060019732882e-06
puma_4802101,TX,9.392484866722369e-06
puma_4802102,TX,9.382211886711526e-06
puma_4802200,TX,9.263327483395252e-06
puma_4802301,TX,9.434723100319453e-06
puma_4802302,TX,9.428300338029483e-06
puma_4802303,TX,9.429259389890383e-06
puma_4802304,TX,9.494555866160527e-06
puma_4802305,TX,9.530406878613091e-06
puma_4802306,TX,9.561288933641671e-06
puma_4802307,TX,9.48446851903519e-06
puma_4802308,TX,9.427025899235096e-06
