puma,state,htg_slope_com_mmbtu_m2_degC
puma_4801300,TX,1.3387751212242282e-05
puma_4801400,TX,1.3786319698511057e-05
puma_4801501,TX,1.4181605051661454e-05
puma_4801502,TX,1.4421157115984786e-05
puma_4801600,TX,1.397785185729419e-05
puma_4801700,TX,1.4064117198257024e-05
puma_4801800,TX,1.399809465047086e-05
puma_4801901,TX,1.373607881515115e-05
puma_4801902,TX,1.373607881515115e-05
puma_4801903,TX,1.373607881515115e-05
puma_4801904,TX,1.358292977125938e-05
puma_4801905,TX,1.2412905997658392e-05
puma_4801906,TX,1.3039476019618983e-05
puma_4801907,TX,1.3357396526899145e-05
puma_4802001,TX,1.3742323700129804e-05
puma_4802002,TX,1.3436509469439312e-05
puma_4802003,TX,1.3422037808004826e-05
puma_4802004,TX,1.356288970800103e-05
puma_4802005,TX,1.3354922421448253e-05
puma_4802006,TX,1.3221043972554325e-05
puma_4802101,TX,1.3631371938794961e-05
puma_4802102,TX,1.3600353164595479e-05
puma_4802200,TX,1.3245448199684993e-05
puma_4802301,TX,1.3759498605499893e-05
puma_4802302,TX,1.3739954284930416e-05
puma_4802303,TX,1.3742871259146763e-05
puma_4802304,TX,1.394262925535303e-05
puma_4802305,TX,1.4053280212654874e-05
puma_4802306,TX,1.4149151073862577e-05
puma_4802307,TX,1.3911620260633319e-05
puma_4802308,TX,1.373607881515115e-05
puma_4802309,TX,1.373607881515115e-05
puma_4802310,TX,1.4127938279931807e-05
puma_4802311,TX,1.4470494959593951e-05
puma_4802312,TX,1.4470494959593951e-05
puma_4802313,TX,1.4470494959593951e-05
puma_4802314,TX,1.4276506844887514e-05
puma_4802315,TX,1.4257651490857392e-05
puma_4802316,TX,1.4185119249245167e-05
puma_4802317,TX,1.4117036923548473e-05
puma_4802318,TX,1.3517264991707013e-05
puma_4802319,TX,1.4032209650147014e-05
puma_4802320,TX,1.4204005466529034e-05
puma_4802321,TX,1.4124331241885262e-05
puma_4802322,TX,1.403381626357542e-05
puma_4802400,TX,1.3305120842487173e-05
puma_4802501,TX,1.3503286500581921e-05
puma_4802502,TX,1.3708729699285138e-05
puma_4802503,TX,1.385594474099752e-05
puma_4802504,TX,1.4225386871730334e-05
puma_4802505,TX,1.4225386871730334e-05
puma_4802506,TX,1.3647428844880766e-05
puma_4802507,TX,1.4005562328023083e-05
puma_4802508,TX,1.39397345940803e-05
puma_4802509,TX,1.3803305727836329e-05
puma_4802510,TX,1.388641718253248e-05
puma_4802511,TX,1.3767229157325101e-05
puma_4802512,TX,1.3920600297170583e-05
puma_4802513,TX,1.3751395718489633e-05
puma_4802514,TX,1.391200083017484e-05
puma_4802515,TX,1.4256632946577693e-05
puma_4802516,TX,1.3732375882064154e-05
puma_4802600,TX,1.3119431877178616e-05
puma_4802700,TX,1.3393763639181119e-05
puma_4802800,TX,1.3183318953697298e-05
puma_4802900,TX,1.3568399441484813e-05
puma_4803000,TX,1.3708114214920834e-05
puma_4803100,TX,1.3844955167725457e-05
puma_4803200,TX,1.3345133370465935e-05
puma_4803301,TX,1.3427436495842221e-05
puma_4803302,TX,1.3579194052518618e-05
puma_4803303,TX,1.3584781174524017e-05
puma_4803304,TX,1.3630412273763344e-05
puma_4803305,TX,1.3509747797124322e-05
puma_4803306,TX,1.3387157526738082e-05
puma_4803400,TX,1.4664100711300248e-05
puma_4803501,TX,1.4919321290167256e-05
puma_4803502,TX,1.4635582826794508e-05
puma_4803601,TX,1.4857757043230343e-05
puma_4803602,TX,1.5903818578624616e-05
puma_4803700,TX,1.4182998240938328e-05
puma_4803801,TX,1.4462743459398167e-05
puma_4803802,TX,1.4355990451417631e-05
puma_4803900,TX,1.5227640896702704e-05
puma_4804000,TX,1.4530445769017253e-05
puma_4804100,TX,1.4795516164373552e-05
puma_4804200,TX,1.573399451895612e-05
puma_4804301,TX,1.613199803655471e-05
puma_4804302,TX,1.6513323774314694e-05
puma_4804400,TX,1.598116654675319e-05
puma_4804501,TX,1.5590939982315036e-05
puma_4804502,TX,1.5874837037096893e-05
puma_4804503,TX,1.5933226980182216e-05
puma_4804504,TX,1.6324041950354938e-05
puma_4804601,TX,1.708570833134879e-05
puma_4804602,TX,1.708570833134879e-05
puma_4804603,TX,1.710589577576748e-05
puma_4804604,TX,1.708570833134879e-05
puma_4804605,TX,1.711903841205764e-05
puma_4804606,TX,1.694268810641908e-05
puma_4804607,TX,1.6637956741004655e-05
puma_4804608,TX,1.672301572756663e-05
puma_4804609,TX,1.6787084863805094e-05
puma_4804610,TX,1.662204974940883e-05
puma_4804611,TX,1.652331450338601e-05
puma_4804612,TX,1.71070778457277e-05
puma_4804613,TX,1.7205914573154546e-05
puma_4804614,TX,1.72345633960089e-05
puma_4804615,TX,1.725034006346117e-05
puma_4804616,TX,1.7237675180609082e-05
puma_4804617,TX,1.7147116188662794e-05
puma_4804618,TX,1.71337509130293e-05
puma_4804619,TX,1.7141436676802313e-05
puma_4804620,TX,1.6834068908889356e-05
puma_4804621,TX,1.6728315237967115e-05
puma_4804622,TX,1.6527288975665502e-05
puma_4804623,TX,1.6567117428094933e-05
puma_4804624,TX,1.6172905765376727e-05
puma_4804625,TX,1.6358496223819168e-05
puma_4804626,TX,1.6612567778107637e-05
puma_4804627,TX,1.6457394304989344e-05
puma_4804628,TX,1.603396908579797e-05
puma_4804629,TX,1.6079249611920092e-05
puma_4804630,TX,1.601344149847133e-05
puma_4804631,TX,1.601344149847133e-05
puma_4804632,TX,1.623381853855532e-05
puma_4804633,TX,1.601344149847133e-05
puma_4804634,TX,1.6427822213768716e-05
puma_4804635,TX,1.649839669893865e-05
puma_4804636,TX,1.6755921919691607e-05
puma_4804637,TX,1.7145278407439266e-05
puma_4804638,TX,1.725034006346117e-05
puma_4804701,TX,1.7192454291957802e-05
puma_4804702,TX,1.662906123246373e-05
puma_4804801,TX,1.7075180995604184e-05
puma_4804802,TX,1.670598538843529e-05
puma_4804803,TX,1.7006595141948262e-05
puma_4804901,TX,1.7133439960578748e-05
puma_4804902,TX,1.7140486786988897e-05
puma_4804903,TX,1.6504983493103326e-05
puma_4804904,TX,1.6548844182848694e-05
puma_4804905,TX,1.6550600859215785e-05
puma_4805000,TX,1.6352042064051297e-05
puma_4805100,TX,1.540609343367548e-05
puma_4805201,TX,1.4847634915921428e-05
puma_4805202,TX,1.4973732134331385e-05
puma_4805203,TX,1.5113227161661114e-05
puma_4805204,TX,1.5015094930705823e-05
puma_4805301,TX,1.5217259554547772e-05
puma_4805302,TX,1.5314469905793163e-05
puma_4805303,TX,1.5700943297998322e-05
puma_4805304,TX,1.5053324463581753e-05
puma_4805305,TX,1.534542066243065e-05
puma_4805306,TX,1.6052240437263854e-05
puma_4805307,TX,1.5047407398792642e-05
puma_4805308,TX,1.526142062294394e-05
puma_4805309,TX,1.508491534630011e-05
puma_4805400,TX,1.5524107535770882e-05
puma_4805500,TX,1.6353760033772864e-05
puma_4805600,TX,1.7123993956061268e-05
puma_4805700,TX,1.560662754386761e-05
puma_4805800,TX,1.5348343527507052e-05
puma_4805901,TX,1.6036023617650323e-05
puma_4805902,TX,1.5963715356570708e-05
puma_4805903,TX,1.6475470558176633e-05
puma_4805904,TX,1.5965949945099572e-05
puma_4805905,TX,1.6331970390150003e-05
puma_4805906,TX,1.6538242999282537e-05
puma_4805907,TX,1.6508589674014233e-05
puma_4805908,TX,1.6573384659305925e-05
puma_4805909,TX,1.6554552751559962e-05
puma_4805910,TX,1.6401319717122803e-05
puma_4805911,TX,1.627321474533049e-05
puma_4805912,TX,1.627321474533049e-05
puma_4805913,TX,1.6053399596480095e-05
puma_4805914,TX,1.6149379152253658e-05
puma_4805915,TX,1.627321474533049e-05
puma_4805916,TX,1.6001979183931666e-05
puma_4806000,TX,1.4318806169387201e-05
puma_4806100,TX,1.6221863572299376e-05
puma_4806200,TX,1.6616480828048924e-05
puma_4806301,TX,1.8142915195450796e-05
puma_4806302,TX,1.812903845670227e-05
puma_4806400,TX,1.814370261167078e-05
puma_4806500,TX,1.7855450314432344e-05
puma_4806601,TX,1.833741038627809e-05
puma_4806602,TX,1.8433466966096417e-05
puma_4806603,TX,1.8738861355546384e-05
puma_4806701,TX,1.9487896402600285e-05
puma_4806702,TX,1.904285734950283e-05
puma_4806703,TX,1.95381299487617e-05
puma_4806801,TX,1.9176902928747206e-05
puma_4806802,TX,1.90966614914974e-05
puma_4806803,TX,1.9200791261461168e-05
puma_4806804,TX,1.900536783975257e-05
puma_4806805,TX,1.9148549399269934e-05
puma_4806806,TX,1.9128521275524496e-05
puma_4806807,TX,1.9054311029398587e-05
puma_4806900,TX,1.8239754653569103e-05
puma_4903001,UT,6.9666608331099155e-06
puma_4905001,UT,5.909228281646432e-06
puma_4911001,UT,7.2144903752936e-06
puma_4911002,UT,7.195017034978119e-06
puma_4913001,UT,6.523759815170212e-06
puma_4921001,UT,6.738850247147197e-06
puma_4935001,UT,7.643619473097438e-06
puma_4935002,UT,7.75633964091767e-06
puma_4935003,UT,7.4041862279357794e-06
puma_4935004,UT,7.774397171274766e-06
puma_4935005,UT,7.433494780958935e-06
puma_4935006,UT,7.934401477872054e-06
puma_4935007,UT,8.04871333913567e-06
puma_4935008,UT,7.387651347910618e-06
puma_4935009,UT,7.87510141523371e-06
puma_4949001,UT,6.826131354086019e-06
puma_4949002,UT,7.473029305760241e-06
puma_4949003,UT,7.715363755168273e-06
puma_4949004,UT,7.2535208730506076e-06
puma_4953001,UT,1.0800107559410209e-05
puma_4957001,UT,7.1915908145071845e-06
puma_4957002,UT,7.070459169485049e-06
puma_5000100,VT,1.0931105381988852e-05
puma_5000200,VT,1.012404506300758e-05
puma_5000300,VT,1.0973396994154415e-05
puma_5000400,VT,1.1156215764521468e-05
puma_5101301,VA,1.3179673630476267e-05
puma_5101302,VA,1.375607588255858e-05
puma_5104101,VA,1.4325749099192801e-05
puma_5104102,VA,1.4140271115846006e-05
puma_5104103,VA,1.3692208563751885e-05
puma_5110701,VA,1.2281016894659193e-05
puma_5110702,VA,1.2119151475755106e-05
puma_5110703,VA,1.182170977034491e-05
puma_5151010,VA,1.2035710192526907e-05
puma_5151020,VA,1.18042798268274e-05
puma_5151040,VA,1.1495692040244623e-05
puma_5151044,VA,1.365858456153146e-05
puma_5151045,VA,1.3197109596203268e-05
puma_5151080,VA,1.2048886349127888e-05
puma_5151084,VA,1.1754117384240951e-05
puma_5151085,VA,1.166009286929629e-05
puma_5151087,VA,1.2429234388774974e-05
puma_5151089,VA,1.2928624620355561e-05
puma_5151090,VA,1.3170133113740035e-05
puma_5151095,VA,1.3056101155688215e-05
puma_5151096,VA,1.2708610908359877e-05
puma_5151097,VA,1.3408518748988172e-05
puma_5151105,VA,1.3700920856470232e-05
puma_5151110,VA,1.1284179139417912e-05
puma_5151115,VA,1.3066418052493629e-05
puma_5151120,VA,1.3255201321476011e-05
puma_5151125,VA,1.4313586352353402e-05
puma_5151135,VA,1.4704808272698719e-05
puma_5151145,VA,1.5326087352300515e-05
puma_5151154,VA,1.5755190858051786e-05
puma_5151155,VA,1.5844267772152507e-05
puma_5151164,VA,1.5377068180025802e-05
puma_5151165,VA,1.5506845142211362e-05
puma_5151167,VA,1.54336902912077e-05
puma_5151175,VA,1.5759812912913087e-05
puma_5151186,VA,1.5759560302753497e-05
puma_5151206,VA,1.4909360169612922e-05
puma_5151215,VA,1.3898344201659985e-05
puma_5151224,VA,1.4321660626208996e-05
puma_5151225,VA,1.392593549614951e-05
puma_5151235,VA,1.443849913239521e-05
puma_5151244,VA,1.2717564041030449e-05
puma_5151245,VA,1.2688112815278898e-05
puma_5151246,VA,1.3344638964287118e-05
puma_5151255,VA,1.38875031038816e-05
puma_5155001,VA,1.5643357490646964e-05
puma_5155002,VA,1.5511253251945955e-05
puma_5159301,VA,1.2878681397018024e-05
puma_5159302,VA,1.358883126554819e-05
puma_5159303,VA,1.225340852788995e-05
puma_5159304,VA,1.2607915424297241e-05
puma_5159305,VA,1.225340852788995e-05
puma_5159306,VA,1.2921728677105299e-05
puma_5159307,VA,1.2463710467816486e-05
puma_5159308,VA,1.2693410672549082e-05
puma_5159309,VA,1.2498859036970716e-05
puma_5310100,WA,1.7488726357131542e-05
puma_5310200,WA,1.758786701953674e-05
puma_5310300,WA,1.5826973958756602e-05
puma_5310400,WA,1.412935844454259e-05
puma_5310501,WA,1.4912160889226784e-05
puma_5310502,WA,1.4966285171453726e-05
puma_5310503,WA,1.5097673718225972e-05
puma_5310504,WA,1.3856495160439146e-05
puma_5310600,WA,1.533332515825999e-05
puma_5310701,WA,1.8083393283319203e-05
puma_5310702,WA,1.847436389195752e-05
puma_5310703,WA,1.756468130183213e-05
puma_5310800,WA,1.5659782049593853e-05
puma_5310901,WA,1.619466292560715e-05
puma_5310902,WA,1.672294480086506e-05
puma_5311000,WA,1.713970784074177e-05
puma_5311101,WA,1.963514426488751e-05
puma_5311102,WA,1.8236630860499666e-05
puma_5311103,WA,1.9176999926791962e-05
puma_5311104,WA,1.772354523945509e-05
puma_5311200,WA,1.8141119916189203e-05
puma_5311300,WA,1.7515301846954987e-05
puma_5311401,WA,1.7017697198672835e-05
puma_5311402,WA,1.7314040766030827e-05
puma_5311501,WA,1.949279454531083e-05
puma_5311502,WA,1.839717997769302e-05
puma_5311503,WA,1.859492568168764e-05
puma_5311504,WA,1.9232303225617404e-05
puma_5311505,WA,1.814868392876455e-05
puma_5311506,WA,1.7542567353353977e-05
puma_5311507,WA,1.697514724097712e-05
puma_5311601,WA,1.9666805178397254e-05
puma_5311602,WA,1.9389285067112002e-05
puma_5311603,WA,1.9666805178397254e-05
puma_5311604,WA,1.9443743956174456e-05
puma_5311605,WA,1.9139503956503916e-05
puma_5311606,WA,1.9107117083188988e-05
puma_5311607,WA,1.905006617633124e-05
puma_5311608,WA,1.9127108325384743e-05
puma_5311609,WA,1.8573143981041868e-05
puma_5311610,WA,1.919889166423889e-05
puma_5311611,WA,1.8902711743604757e-05
puma_5311612,WA,1.9275005372643497e-05
puma_5311613,WA,1.9204195996048965e-05
puma_5311614,WA,1.894233941453947e-05
puma_5311615,WA,1.7300780256252353e-05
puma_5311616,WA,1.7448050691328003e-05
puma_5311701,WA,1.7981992517277637e-05
puma_5311702,WA,1.7709433022172447e-05
puma_5311703,WA,1.7978977070263486e-05
puma_5311704,WA,1.8069570992635182e-05
puma_5311705,WA,1.7789019287862616e-05
puma_5311706,WA,1.805203207747861e-05
puma_5311801,WA,1.8155249598749866e-05
puma_5311802,WA,1.816252583599212e-05
puma_5311900,WA,1.673872627160916e-05
puma_5400100,WV,1.3517191029383995e-05
puma_5400200,WV,1.3791959491430095e-05
puma_5400300,WV,1.3358373053952924e-05
puma_5400400,WV,1.3901528703513305e-05
puma_5400500,WV,1.312550123782525e-05
puma_5400600,WV,1.3981584038414218e-05
puma_5400700,WV,1.4524407876383422e-05
puma_5400800,WV,1.4923431823353592e-05
puma_5400900,WV,1.5193198041655278e-05
puma_5401000,WV,1.5041735851893091e-05
puma_5401100,WV,1.326872241376224e-05
puma_5401200,WV,1.3741230138839146e-05
puma_5401300,WV,1.5063910152953165e-05
puma_5500100,WI,5.028747857097115e-06
puma_5500101,WI,5.998231889504121e-06
puma_5500102,WI,5.9066873735429045e-06
puma_5500103,WI,6.038293729244051e-06
puma_5500200,WI,5.664542829023403e-06
puma_5500300,WI,5.637404161448464e-06
puma_5500600,WI,4.943594567544677e-06
puma_5500700,WI,5.634374878851148e-06
puma_5500800,WI,5.984357120265508e-06
puma_5500900,WI,5.843291586115981e-06
puma_5501000,WI,5.907347992772142e-06
puma_5501001,WI,5.9469662688054555e-06
puma_5501300,WI,5.412167736246306e-06
puma_5501301,WI,5.677726700962991e-06
puma_5501400,WI,5.545046522992952e-06
puma_5501401,WI,5.77077830827017e-06
puma_5501500,WI,5.729221372551707e-06
puma_5501501,WI,5.83303945079355e-06
puma_5501600,WI,5.35497216918209e-06
puma_5501601,WI,5.543477591647503e-06
puma_5502400,WI,6.168192937085815e-06
puma_5502500,WI,5.9612809883214135e-06
puma_5510000,WI,6.2951558490343715e-06
puma_5520000,WI,5.864976062508677e-06
puma_5530000,WI,6.186918808578151e-06
puma_5540101,WI,6.342106365473694e-06
puma_5540301,WI,6.192475889520141e-06
puma_5540701,WI,6.287375028648378e-06
puma_5541001,WI,6.3453785572204965e-06
puma_5541002,WI,6.387955047085094e-06
puma_5541003,WI,6.431218580461308e-06
puma_5541004,WI,6.373860224770818e-06
puma_5541005,WI,6.327183439610143e-06
puma_5550000,WI,6.306919231043404e-06
puma_5555101,WI,5.253800371276329e-06
puma_5555102,WI,5.582064102964941e-06
puma_5555103,WI,5.512033100236565e-06
puma_5570101,WI,5.9417614769887e-06
puma_5570201,WI,6.045230635448571e-06
puma_5570301,WI,5.9386615152764485e-06
puma_5600100,WY,7.718321132257137e-06
puma_5600200,WY,8.819961900743103e-06
puma_5600300,WY,8.509317353547435e-06
puma_5600400,WY,8.76970458337025e-06
puma_5600500,WY,8.03908833451227e-06
